"Project","Region","Sample_ID","Sample_Year","Sample_Month","Sample_Day","Site","Event","Plot","Location","Depth_cm","T_num","TOD","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Notes","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_flag","Analyte_Notes"
"COMPASS","CB","TMP_PW_SW_D5_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","S","D5",15,"T6",NA,"PW",20240613,20240614,1529,1,"EDT",NA,3.971,330.92,"NPOC checks out of range",0.2582,18.44,"TN checks out of range",0.011176,0.797904,"bdl",0.024405,1.74238,"Within_Range",0.002498,0.080649,"bdl",227.2455,7.0881,"Within_Range",2202.2372,62.1223,"Within_Range",3.9795,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_E3_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","S","E3",15,"T6",NA,"PW",20240613,20240614,1513,1,"EDT",NA,4.342,361.83,"NPOC checks out of range",0.309,22.07,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","S","F6",15,"T6",NA,"PW",20240613,20240614,1519,1,"EDT",NA,4.04,336.67,"NPOC checks out of range",0.2032,14.51,"TN checks out of range",0.004617,0.329628,"bdl",0.015622,1.115323,"bdl",0.001473,0.047556,"bdl",360.985,11.2597,"Within_Range",2961.1018,83.529,"Within_Range",5.3507,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","S","H6",15,"T6",NA,"PW",20240613,20240614,1446,1,"EDT",NA,4.46,371.67,"NPOC checks out of range",0.2951,21.08,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,301.5896,9.407,"Within_Range",2431.2852,68.5835,"Within_Range",4.3934,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C3_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","F","C3",15,"T6",NA,"PW",20240613,20240614,1624,1,"EDT",NA,4.841,403.42,"NPOC checks out of range",0.1826,13.04,"TN checks out of range",0.014505,1.035576,"bdl",0.009194,0.6564,"bdl",0.006259,0.202074,"Within_Range",6.8112,0.2125,"Within_Range",5.0463,0.1423,"Within_Range",0.0091,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","F","C6",15,"T6",NA,"PW",20240613,20240614,1537,1,"EDT",NA,4.284,357,"NPOC checks out of range",0.1261,9.01,"TN checks out of range",0.015846,1.131316,"bdl",0.011925,0.851378,"bdl",0.012687,0.409605,"Within_Range",6.1299,0.1912,"Within_Range",4.7797,0.1348,"Within_Range",0.0087,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","F","D5",15,"T6",NA,"PW",20240613,20240614,1612,1,"EDT",NA,6.521,543.42,"NPOC checks out of range",0.3691,26.36,"TN checks out of range",0.007289,0.520394,"bdl",0.01067,0.761778,"bdl",0.003199,0.103281,"Within_Range",6.1648,0.1923,"Within_Range",4.8202,0.136,"Within_Range",0.0087,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_E3_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","F","E3",15,"T6",NA,"PW",20240613,20240614,1530,1,"EDT",NA,7.641,636.75,"NPOC checks out of range",0.2835,20.25,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4821,0.0774,"Within_Range",4.3157,0.1217,"Within_Range",0.0078,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_F4_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","F","F4",15,"T6",NA,"PW",20240613,20240614,1506,1,"EDT",NA,5.791,482.58,"NPOC checks out of range",0.02767,1.98,"TN checks out of range",0.00722,0.515468,"bdl",0.009093,0.649189,"bdl",0.004781,0.154356,"Within_Range",5.6148,0.1751,"Within_Range",4.2794,0.1207,"Within_Range",0.0078,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_H3_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","F","H3",15,"T6",NA,"PW",20240613,20240614,1456,1,"EDT",NA,4.228,352.33,"NPOC checks out of range",0.1816,12.97,"TN checks out of range",0.007698,0.549594,"bdl",0.014026,1.001378,"bdl",0.003135,0.101215,"Within_Range",6.0209,0.1878,"Within_Range",10.2349,0.2887,"Within_Range",0.0185,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_T6_20240614",2024,6,14,"TMP","Monitoring","F","I5",15,"T6",NA,"PW",20240613,20240614,1442,1,"EDT",NA,6.165,513.75,"NPOC checks out of range",0.3239,23.14,"TN checks out of range",0.005325,0.380175,"bdl",0.026124,1.865107,"Within_Range",0.004567,0.147447,"Within_Range",5.922,0.1847,"Within_Range",7.6508,0.2158,"Within_Range",0.0139,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_T2_20240612_AM",2024,6,12,"TMP","TMP-III","S","B4",15,"T2","AM","PW",20240611,20240612,1400,1,"EDT",NA,6.176,514.67,"NPOC checks out of range",0.7919,56.56,"TN checks out of range",0.014111,1.007446,"bdl",0.378486,27.021782,"Within_Range",0.012939,0.417741,"Within_Range",338.9674,10.5729,"Within_Range",2628.8968,74.1579,"Within_Range",4.7504,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_T2_20240612_AM",2024,6,12,"TMP","TMP-III","S","C3",15,"T2","AM","PW",20240611,20240612,1427,1,"EDT",NA,12.85,1070.83,"NPOC checks out of range",0.5984,42.74,"TN checks out of range",0.018737,1.337717,"bdl",0.038676,2.76125,"Within_Range",0.003918,0.126494,"Within_Range",226.9674,7.0795,"Within_Range",2004.3457,56.5401,"Within_Range",3.6219,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_T2_20240612_AM",2024,6,12,"TMP","TMP-III","S","F6",15,"T2","AM","PW",20240611,20240612,1337,1,"EDT",NA,5.898,491.5,"NPOC checks out of range",0.3155,22.54,"TN checks out of range",0.030804,2.199233,"Within_Range",0.021835,1.558897,"Within_Range",0.004414,0.142508,"Within_Range",142.0218,4.4299,"Within_Range",1721.5966,48.5641,"Within_Range",3.111,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_T2_20240612_AM",2024,6,12,"TMP","TMP-III","F","D5",15,"T2","AM","PW",20240611,20240612,1330,1,"EDT",NA,5.492,457.67,"NPOC checks out of range",0.1895,13.54,"TN checks out of range",0.01053,0.751783,"bdl",0.010386,0.741502,"bdl",0.002535,0.081843,"bdl",15.6411,0.4879,"Within_Range",3.4392,0.097,"Within_Range",0.0062,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C3_15CM_T2_20240612_AM",2024,6,12,"TMP","TMP-III","F","C3",15,"T2","AM","PW",20240611,20240612,1417,1,"EDT",NA,5.141,428.42,"NPOC checks out of range",0.2161,15.44,"TN checks out of range",0.013947,0.995738,"bdl",0.009252,0.660541,"bdl",0.002943,0.095016,"bdl",6.9194,0.2158,"Within_Range",5.6605,0.1597,"Within_Range",0.0103,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_F4_15CM_T2_20240612_AM",2024,6,12,"TMP","TMP-III","F","F4",15,"T2","AM","PW",20240611,20240612,1343,1,"EDT",NA,7.021,585.08,"NPOC checks out of range",0.2535,18.11,"TN checks out of range",0.010164,0.725653,"bdl",0.009569,0.683173,"bdl",0.004218,0.13618,"Within_Range",15.9163,0.4965,"Within_Range",3.271,0.0923,"Within_Range",0.0059,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_H3_15CM_T2_20240612_AM",2024,6,12,"TMP","TMP-III","F","H3",15,"T2","AM","PW",20240611,20240612,1325,1,"EDT",NA,6.053,504.42,"NPOC checks out of range",0.305,21.79,"TN checks out of range",0.026255,1.87446,"Within_Range",0.012847,0.917204,"bdl",0.002242,0.072384,"bdl",12.438,0.388,"Within_Range",3.0938,0.0873,"Within_Range",0.0056,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_H6_15CM_T2_20240612_AM",2024,6,12,"TMP","TMP-III","F","H6",15,"T2","AM","PW",20240611,20240612,1322,1,"EDT",NA,8.331,694.25,"NPOC checks out of range",0.4307,30.76,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0885,0.1587,"Within_Range",2.8838,0.0813,"Within_Range",0.0052,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_T2_20240612_AM",2024,6,12,"TMP","TMP-III","F","I5",15,"T2","AM","PW",20240611,20240612,1307,1,"EDT",NA,6.318,526.5,"NPOC checks out of range",0.2869,20.49,"TN checks out of range",0.014757,1.053567,"bdl",0.013206,0.942835,"bdl",0.003015,0.09734,"Within_Range",5.893,0.1838,"Within_Range",3.6164,0.102,"Within_Range",0.0066,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_T3_20240612_PM",2024,6,12,"TMP","TMP-III","S","B4",15,"T3","PM","PW",20240612,20240612,920,1,"EDT","clear",4.718,393.17,"NPOC checks out of range",0.4682,33.44,"TN checks out of range",0.008943,0.63848,"bdl",0.197777,14.120171,"Within_Range",0.004039,0.130401,"Within_Range",381.7955,11.9088,"Within_Range",2965.053,83.6404,"Within_Range",5.3579,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_T3_20240612_PM",2024,6,12,"TMP","TMP-III","S","D5",15,"T3","PM","PW",20240612,20240612,905,1,"EDT","clear",4.016,334.67,"NPOC checks out of range",0.2851,20.36,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_T3_20240612_PM",2024,6,12,"TMP","TMP-III","S","F6",15,"T3","PM","PW",20240612,20240612,842,1,"EDT","clear",3.802,316.83,"NPOC checks out of range",0.2662,19.01,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,234.0243,7.2996,"Within_Range",2378.7231,67.1008,"Within_Range",4.2984,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_I5_15CM_T3_20240612_PM",2024,6,12,"TMP","TMP-III","S","I5",15,"T3","PM","PW",20240612,20240612,816,1,"EDT","clear",10.05,837.5,"NPOC checks out of range",0.6637,47.41,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C3_15CM_T3_20240612_PM",2024,6,12,"TMP","TMP-III","F","C3",15,"T3","PM","PW",20240612,20240612,802,1,"EDT",NA,4.601,383.42,"NPOC checks out of range",0.1868,13.34,"TN checks out of range",0.006162,0.439932,"bdl",0.005095,0.363754,"bdl",0.003291,0.106251,"Within_Range",7.2151,0.225,"Within_Range",4.6932,0.1324,"Within_Range",0.0085,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_T3_20240612_PM",2024,6,12,"TMP","TMP-III","F","C6",15,"T3","PM","PW",20240612,20240612,901,1,"EDT",NA,4.642,386.83,"NPOC checks out of range",0.1199,8.56,"TN checks out of range",0.007728,0.551736,"bdl",0.007047,0.503116,"bdl",0.012848,0.414803,"Within_Range",12.1125,0.3778,"Within_Range",4.5016,0.127,"Within_Range",0.0082,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_T3_20240612_PM",2024,6,12,"TMP","TMP-III","F","D5",15,"T3","PM","PW",20240612,20240612,843,1,"EDT",NA,5.925,493.75,"NPOC checks out of range",0.2128,15.2,"TN checks out of range",0,0,"bdl",0.008956,0.639408,"bdl",0.003436,0.110933,"Within_Range",6.0796,0.1896,"Within_Range",5.4187,0.1529,"Within_Range",0.0098,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_F4_15CM_T3_20240612_PM",2024,6,12,"TMP","TMP-III","F","F4",15,"T3","PM","PW",20240612,20240612,947,1,"EDT",NA,6.914,576.17,"NPOC checks out of range",0.2619,18.71,"TN checks out of range",0.003005,0.21454,"bdl",0.006401,0.456996,"bdl",0.025628,0.82741,"Within_Range",4.9331,0.1539,"Within_Range",4.107,0.1159,"Within_Range",0.0074,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_H3_15CM_T3_20240612_PM",2024,6,12,"TMP","TMP-III","F","H3",15,"T3","PM","PW",20240612,20240612,1005,1,"EDT",NA,4.875,406.25,"NPOC checks out of range",0.1782,12.73,"TN checks out of range",0.005344,0.381532,"bdl",0.006664,0.475772,"bdl",0.002457,0.079325,"bdl",4.7963,0.1496,"Within_Range",3.2597,0.092,"Within_Range",0.0059,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_T3_20240612_PM",2024,6,12,"TMP","TMP-III","F","I5",15,"T3","PM","PW",20240612,20240612,931,1,"EDT",NA,4.855,404.58,"NPOC checks out of range",0.231,16.5,"TN checks out of range",0.187981,13.420791,"Within_Range",0.024698,1.763299,"Within_Range",0.004419,0.142669,"Within_Range",5.8027,0.181,"Within_Range",4.4949,0.1268,"Within_Range",0.0081,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_T4_20240613_AM",2024,6,13,"TMP","TMP-III","S","B4",15,"T4","AM","PW",20240612,20240613,1622,1,"EDT","clear",5.343,445.25,"NPOC checks out of range",0.3989,28.49,"TN checks out of range",0.010452,0.746214,"bdl",0.091048,6.500318,"Within_Range",0.004468,0.144251,"Within_Range",393.4758,12.2731,"Within_Range",3133.1101,88.3811,"Within_Range",5.6616,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_T4_20240613_AM",2024,6,13,"TMP","TMP-III","S","C3",15,"T4","AM","PW",20240612,20240613,1540,1,"EDT","clear",5.849,487.42,"NPOC checks out of range",0.3003,21.45,"TN checks out of range",0.006275,0.448,"bdl",0.011191,0.798975,"bdl",0.002136,0.068962,"bdl",344.391,10.7421,"Within_Range",2829.5793,79.8189,"Within_Range",5.1131,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_T4_20240613_AM",2024,6,13,"TMP","TMP-III","S","D5",15,"T4","AM","PW",20240612,20240613,1556,1,"EDT","clear",3.878,323.17,"NPOC checks out of range",0.2111,15.08,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,208.1148,6.4914,"Within_Range",1887.3206,53.2389,"Within_Range",3.4104,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_T4_20240613_AM",2024,6,13,"TMP","TMP-III","S","F6",15,"T4","AM","PW",20240612,20240613,1607,1,"EDT","clear",3.641,303.42,"NPOC checks out of range",0.2152,15.37,"TN checks out of range",0.009367,0.668751,"bdl",0.010237,0.730865,"bdl",0.00153,0.049397,"bdl",300.6828,9.3788,"Within_Range",2676.1677,75.4913,"Within_Range",4.8359,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_T4_20240613_AM",2024,6,13,"TMP","TMP-III","F","C6",15,"T4","AM","PW",20240612,20240613,1603,1,"EDT",NA,4.613,384.42,"NPOC checks out of range",0.09606,6.86,"TN checks out of range",0.008305,0.592931,"bdl",0.014405,1.028436,"bdl",0.008397,0.2711,"Within_Range",5.9179,0.1846,"Within_Range",14.0931,0.3975,"Within_Range",0.0255,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_T4_20240613_AM",2024,6,13,"TMP","TMP-III","F","D5",15,"T4","AM","PW",20240612,20240613,1548,1,"EDT",NA,6.602,550.17,"NPOC checks out of range",0.3157,22.55,"TN checks out of range",0.016186,1.15559,"bdl",0.013932,0.994667,"bdl",0.002796,0.09027,"bdl",6.3168,0.197,"Within_Range",4.2163,0.1189,"Within_Range",0.0076,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_F4_15CM_T4_20240613_AM",2024,6,13,"TMP","TMP-III","F","F4",15,"T4","AM","PW",20240612,20240613,1531,1,"EDT",NA,6.7,558.33,"NPOC checks out of range",0.2655,18.96,"TN checks out of range",0.010803,0.771274,"bdl",0.012325,0.879936,"bdl",0.003767,0.121619,"Within_Range",5.2656,0.1642,"Within_Range",3.7764,0.1065,"Within_Range",0.0068,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_E3_15CM_T4_20240613_AM",2024,6,13,"TMP","TMP-III","F","E3",15,"T4","AM","PW",20240612,20240613,1542,1,"EDT",NA,7.743,645.25,"NPOC checks out of range",0.2734,19.53,"TN checks out of range",0.066136,4.72174,"Within_Range",0.018854,1.34607,"bdl",0.003209,0.103604,"Within_Range",2.5655,0.08,"Within_Range",12.3395,0.3481,"Within_Range",0.0223,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_H3_15CM_T4_20240613_AM",2024,6,13,"TMP","TMP-III","F","H3",15,"T4","AM","PW",20240612,20240613,1523,1,"EDT",NA,4.353,362.75,"NPOC checks out of range",0.1827,13.05,"TN checks out of range",0.007361,0.525534,"bdl",0.014508,1.03579,"bdl",0.001872,0.060438,"bdl",5.8215,0.1816,"Within_Range",4.5425,0.1281,"Within_Range",0.0082,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_T4_20240613_AM",2024,6,13,"TMP","TMP-III","F","I5",15,"T4","AM","PW",20240612,20240613,1500,1,"EDT",NA,5.909,492.42,"NPOC checks out of range",0.2236,15.97,"TN checks out of range",0.015964,1.13974,"bdl",0.010936,0.780769,"bdl",0.002816,0.090916,"bdl",5.5174,0.1721,"Within_Range",7.1812,0.2026,"Within_Range",0.013,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","S","B4",15,"T5","PM","PW",20240613,20240613,937,1,"EDT",NA,5.297,441.42,"NPOC checks out of range",0.4489,32.06,"TN checks out of range",0.015186,1.084195,"bdl",0.089368,6.380375,"Within_Range",0.013493,0.435627,"Within_Range",407.5898,12.7133,"Within_Range",3154.1253,88.9739,"Within_Range",5.6995,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","S","C3",15,"T5","PM","PW",20240613,20240613,916,1,"EDT",NA,5.799,483.25,"NPOC checks out of range",0.3637,25.98,"TN checks out of range",0.016001,1.142382,"bdl",0.017961,1.282315,"bdl",0.00238,0.076839,"bdl",358.378,11.1784,"Within_Range",2908.1893,82.0364,"Within_Range",5.2551,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","S","H6",15,"T5","PM","PW",20240613,20240613,808,1,"EDT",NA,5.856,488,"NPOC checks out of range",0.6584,47.03,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,269.4596,8.4049,"Within_Range",2234.979,63.046,"Within_Range",4.0386,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_I5_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","S","I5",15,"T5","PM","PW",20240613,20240613,824,1,"EDT",NA,7.362,613.5,"NPOC checks out of range",0.4944,35.31,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,348.3343,10.8651,"Within_Range",3039.0678,85.7283,"Within_Range",5.4916,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C3_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","F","C3",15,"T5","PM","PW",20240613,20240613,917,1,"EDT",NA,4.385,365.42,"NPOC checks out of range",0.1474,10.53,"TN checks out of range",0.073504,5.247774,"Within_Range",0.013199,0.942335,"bdl",0.003481,0.112385,"Within_Range",7.1842,0.2241,"Within_Range",4.2773,0.1207,"Within_Range",0.0078,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","F","C6",15,"T5","PM","PW",20240613,20240613,943,1,"EDT",NA,3.634,302.83,"NPOC checks out of range",0.09916,7.08,"TN checks out of range",0.022381,1.597878,"bdl",0.009534,0.680674,"bdl",0.012236,0.395044,"Within_Range",6.1345,0.1913,"Within_Range",5.3511,0.1509,"Within_Range",0.0097,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","F","D5",15,"T5","PM","PW",20240613,20240613,933,1,"EDT",NA,6.34,528.33,"NPOC checks out of range",0.2473,17.66,"TN checks out of range",0.015841,1.130959,"bdl",0.011948,0.85302,"bdl",0.003284,0.106025,"Within_Range",5.8512,0.1825,"Within_Range",4.6767,0.1319,"Within_Range",0.0085,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_E3_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","F","E3",15,"T5","PM","PW",20240613,20240613,902,1,"EDT",NA,7.736,644.67,"NPOC checks out of range",0.3197,22.84,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2338,0.0697,"Within_Range",2.913,0.0822,"Within_Range",0.0053,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_F4_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","F","F4",15,"T5","PM","PW",20240613,20240613,846,1,"EDT",NA,5.846,487.17,"NPOC checks out of range",0.1936,13.83,"TN checks out of range",0.010214,0.729222,"bdl",0.012158,0.868013,"bdl",0.004453,0.143767,"Within_Range",5.1154,0.1596,"Within_Range",4.5565,0.1285,"Within_Range",0.0083,0,0,NA,NA,NA
