"Project","Region","Sample_ID","Sample_Year","Sample_Month","Sample_Day","Site","Event","Plot","Location","Depth_cm","T_num","TOD","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Notes","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_flag","Analyte_Notes"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20250131",2025,1,31,"TMP","Monitoring","F","I5",15,NA,NA,"PW",20250128,20250131,1421,1,"EST","light color; sub-sampled in lab at 1627",32.94,2745,NA,1.094,78.14,"TN r2 low",0.003118,0.222608,"bdl",0.011616,0.829317,"bdl",0.002101,0.067832,"bdl",1.7046,0.0532,"Within_Range",3.0086,0.0849,"Within_Range",0.0055,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20250131",2025,1,31,"TMP","Monitoring","S","B4",15,NA,NA,"PW",20250128,20250131,1244,1,"EST","colored; field collection",53.78,4481.67,NA,1.417,101.21,"TN r2 low",0.011512,0.821892,"bdl",0.014578,1.040788,"bdl",0.015793,0.509883,"Within_Range",63.8115,1.9904,"Within_Range",392.6059,11.0749,"Within_Range",0.7095,0.97,0.068,6.9708,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20250131",2025,1,31,"TMP","Monitoring","S","C3",15,NA,NA,"PW",20250128,20250131,1349,1,"EST","colored; field collection",51.3,4275,NA,1.41,100.71,"TN r2 low",0.003702,0.264302,"bdl",0.025095,1.791643,"Within_Range",0.007325,0.23649,"Within_Range",75.5324,2.356,"Within_Range",264.2205,7.4533,"Within_Range",0.4775,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_E3_15CM_20250131",2025,1,31,"TMP","Monitoring","S","E3",15,NA,NA,"PW",20250128,20250131,1257,1,"EST","clear; sub-sampled in the lab at 1512",11.99,999.17,NA,0.7017,50.12,"TN r2 low",NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0333,1.9661,"Within_Range",228.4353,6.4439,"Within_Range",0.4128,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_F4_15CM_20250131",2025,1,31,"TMP","Monitoring","S","F4",15,NA,NA,"PW",20250128,20250131,1255,1,"EST","colored; sub-sampled in lab at 1516",60.74,5061.67,NA,2.508,179.14,"TN r2 low",0.49829,35.575118,"Within_Range",0.027415,1.957278,"Within_Range",0.012887,0.416062,"Within_Range",15.3988,0.4803,"Within_Range",89.1587,2.5151,"Within_Range",0.1611,1.018,0,0,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20250131",2025,1,31,"TMP","Monitoring","S","F6",15,NA,NA,"PW",20250128,20250131,1253,1,"EST","colored; sub-sampled in the lab at 1525",30.94,2578.33,NA,1.255,89.64,"TN r2 low",0.013733,0.980459,"bdl",0.020406,1.456874,"Within_Range",0.003052,0.098535,"Within_Range",64.6348,2.0161,"Within_Range",253.9572,7.1638,"Within_Range",0.4589,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_20250131",2025,1,31,"TMP","Monitoring","S","H6",15,NA,NA,"PW",20250128,20250131,1300,1,"EST","colored; sub-sampled in lab at 1532",55.88,4656.67,NA,1.829,130.64,"TN r2 low",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.468,0.1706,"Within_Range",16.8967,0.4766,"Within_Range",0.0306,0.89,0.055,6.201,"Within Range",NA
"COMPASS","CB","TMP_PW_C_B4_15CM_20250204",2025,2,4,"TMP","Monitoring","C","B4",15,NA,NA,"PW",20250131,20250204,1219,1,"EST",NA,27.65,2304.17,NA,0.8189,58.49,"TN r2 low",0.006949,0.49612,"bdl",0.017844,1.273962,"bdl",0.001996,0.064442,"bdl",3.0106,0.0939,"Within_Range",4.8842,0.1378,"Within_Range",0.0089,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_C3_15CM_20250204",2025,2,4,"TMP","Monitoring","C","C3",15,NA,NA,"PW",20250131,20250204,1137,1,"EST","light color",29.65,2470.83,NA,0.6686,47.76,"TN r2 low",0.017946,1.281244,"bdl",0.012677,0.905067,"bdl",0.009792,0.316139,"Within_Range",1.0785,0.0336,"Within_Range",2.7472,0.0775,"Within_Range",0.005,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_C6_15CM_20250204",2025,2,4,"TMP","Monitoring","C","C6",15,NA,NA,"PW",20250131,20250204,1235,1,"EST",NA,20.61,1717.5,NA,0.5474,39.1,"TN r2 low",0.01148,0.819608,"bdl",0.017909,1.278602,"bdl",0.006323,0.204141,"Within_Range",0.8535,0.0266,"Within_Range",3.5633,0.1005,"Within_Range",0.0065,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_D5_15CM_20250204",2025,2,4,"TMP","Monitoring","C","D5",15,NA,NA,"PW",20250131,20250204,1227,1,"EST",NA,20.73,1727.5,NA,0.5411,38.65,"TN r2 low",0.015777,1.12639,"bdl",0.014679,1.047998,"bdl",0.011188,0.361209,"Within_Range",0.8392,0.0262,"Within_Range",3.7902,0.1069,"Within_Range",0.0069,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_E3_15CM_20250204",2025,2,4,"TMP","Monitoring","C","E3",15,NA,NA,"PW",20250131,20250204,1126,1,"EST",NA,28.82,2401.67,NA,0.7374,52.67,"TN r2 low",0.012054,0.860588,"bdl",0.005014,0.357972,"bdl",0.002509,0.081004,"bdl",0.9494,0.0296,"Within_Range",3.5268,0.0995,"Within_Range",0.0064,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_F4_15CM_20250204",2025,2,4,"TMP","Monitoring","C","F4",15,NA,NA,"PW",20250131,20250204,1123,1,"EST",NA,18.53,1544.17,NA,0.5041,36.01,"TN r2 low",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7362,0.0542,"Within_Range",5.0669,0.1429,"Within_Range",0.0092,1.352,0.203,14.9982,"Within Range",NA
"COMPASS","CB","TMP_PW_C_F6_15CM_20250204",2025,2,4,"TMP","Monitoring","C","F6",15,NA,NA,"PW",20250131,20250204,1121,1,"EST","light color",61.09,5090.83,NA,1.366,97.57,"TN r2 low",0.139916,9.989219,"Within_Range",0.017176,1.22627,"bdl",0.038051,1.228491,"Within_Range",1.6846,0.0525,"Within_Range",5.6099,0.1582,"Within_Range",0.0102,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_H3_15CM_20250204",2025,2,4,"TMP","Monitoring","C","H3",15,NA,NA,"PW",20250131,20250204,1051,1,"EST",NA,28.35,2362.5,NA,0.9795,69.96,"TN r2 low",0.042456,3.031121,"Within_Range",0.142598,10.180699,"Within_Range",0.001983,0.064022,"bdl",1.0989,0.0343,"Within_Range",0.8977,0.0253,"Within_Range",0.0016,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_H6_15CM_20250204",2025,2,4,"TMP","Monitoring","C","H6",15,NA,NA,"PW",20250131,20250204,1113,1,"EST",NA,34.06,2838.33,NA,0.9847,70.34,"TN r2 low",0.01284,0.916704,"bdl",0.097866,6.987085,"Within_Range",0.002989,0.096501,"bdl",1.8468,0.0576,"Within_Range",4.9172,0.1387,"Within_Range",0.0089,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_I5_15CM_20250204",2025,2,4,"TMP","Monitoring","C","I5",15,NA,NA,"PW",20250131,20250204,1100,1,"EST",NA,23.44,1953.33,NA,0.6517,46.55,"TN r2 low",0.016721,1.193786,"bdl",0.008273,0.590646,"bdl",0.004921,0.158876,"Within_Range",1.3425,0.0419,"Within_Range",5.0466,0.1424,"Within_Range",0.0091,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_B4_15CM_20250204",2025,2,4,"TMP","Monitoring","F","B4",15,NA,NA,"PW",20250131,20250204,1412,1,"EST",NA,16.71,1392.5,NA,1.074,76.71,"TN r2 low",0.171113,12.216511,"Within_Range",0.214552,15.317812,"Within_Range",0.001103,0.035611,"bdl",2.749,0.0857,"Within_Range",3.3439,0.0943,"Within_Range",0.0061,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_C3_15CM_20250204",2025,2,4,"TMP","Monitoring","F","C3",15,NA,NA,"PW",20250131,20250204,1414,1,"EST",NA,22.56,1880,NA,0.6396,45.69,"TN r2 low",0.00026,0.018563,"bdl",0.016559,1.18222,"bdl",0.0016,0.051657,"bdl",1.1819,0.0369,"Within_Range",3.6573,0.1032,"Within_Range",0.0066,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_20250204",2025,2,4,"TMP","Monitoring","F","C6",15,NA,NA,"PW",20250131,20250204,1405,1,"EST",NA,10.73,894.17,NA,0.498,35.57,"TN r2 low",0.007064,0.50433,"bdl",0.116463,8.314806,"Within_Range",0.007498,0.242076,"Within_Range",1.0263,0.032,"Within_Range",1.5934,0.0449,"Within_Range",0.0029,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_20250204",2025,2,4,"TMP","Monitoring","F","D5",15,NA,NA,"PW",20250131,20250204,1408,1,"EST",NA,21.4,1783.33,NA,0.6562,46.87,"TN r2 low",0.012204,0.871297,"bdl",0.011163,0.796976,"bdl",0.001251,0.040389,"bdl",4.6371,0.1446,"Within_Range",4.9487,0.1396,"Within_Range",0.009,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_E3_15CM_20250204",2025,2,4,"TMP","Monitoring","F","E3",15,NA,NA,"PW",20250131,20250204,1416,1,"EST",NA,19.4,1616.67,NA,0.633,45.21,"TN r2 low",0.026183,1.86932,"Within_Range",0.016136,1.15202,"bdl",0.002442,0.078841,"bdl",3.6842,0.1149,"Within_Range",2.2941,0.0647,"Within_Range",0.0042,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_F4_15CM_20250204",2025,2,4,"TMP","Monitoring","F","F4",15,NA,NA,"PW",20250131,20250204,1418,1,"EST",NA,19.47,1622.5,NA,0.5781,41.29,"TN r2 low",0.008873,0.633483,"bdl",0.006831,0.487695,"bdl",0.003386,0.109318,"Within_Range",1.4435,0.045,"Within_Range",22.9932,0.6486,"Within_Range",0.0416,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_F6_15CM_20250204",2025,2,4,"TMP","Monitoring","F","F6",15,NA,NA,"PW",20250131,20250204,1433,1,"EST",NA,18.19,1515.83,NA,0.5225,37.32,"TN r2 low",0.011279,0.805257,"bdl",0.00598,0.426939,"bdl",0.00418,0.134953,"Within_Range",1.1353,0.0354,"Within_Range",1.784,0.0503,"Within_Range",0.0032,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_H3_15CM_20250204",2025,2,4,"TMP","Monitoring","F","H3",15,NA,NA,"PW",20250131,20250204,1420,1,"EST",NA,15.4,1283.33,NA,0.5379,38.42,"TN r2 low",0.040725,2.907537,"Within_Range",0.015141,1.080983,"bdl",0.000871,0.028121,"bdl",2.0765,0.0648,"Within_Range",1.8854,0.0532,"Within_Range",0.0034,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_H6_15CM_20250204",2025,2,4,"TMP","Monitoring","F","H6",15,NA,NA,"PW",20250131,20250204,1431,1,"EST",NA,20.43,1702.5,NA,0.7514,53.67,"TN r2 low",0.04922,3.514033,"Within_Range",0.010595,0.756424,"bdl",0.000846,0.027313,"bdl",1.5145,0.0472,"Within_Range",1.1174,0.0315,"Within_Range",0.002,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_20250204",2025,2,4,"TMP","Monitoring","F","I5",15,NA,NA,"PW",20250131,20250204,1427,1,"EST","light color",27.28,2273.33,NA,0.8174,58.39,"TN r2 low",0.001512,0.107948,"bdl",0.016913,1.207494,"bdl",0.000612,0.019759,"bdl",1.671,0.0521,"Within_Range",1.7235,0.0486,"Within_Range",0.0031,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20250204",2025,2,4,"TMP","Monitoring","S","B4",15,NA,NA,"PW",20250131,20250204,1308,1,"EST","colored",69.98,5831.67,NA,1.797,128.36,"TN r2 low",0.014856,1.060635,"bdl",0.026693,1.905731,"Within_Range",0.035604,1.149489,"Within_Range",43.7025,1.3631,"Within_Range",190.5443,5.375,"Within_Range",0.3443,1.591,0.135,8.4969,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20250204",2025,2,4,"TMP","Monitoring","S","C3",15,NA,NA,"PW",20250131,20250204,1252,1,"EST","colored",73.44,6120,NA,1.985,141.79,"TN r2 low",0.004376,0.312422,"bdl",0.077805,5.554842,"Within_Range",0.010266,0.331442,"Within_Range",54.9103,1.7127,"Within_Range",129.0376,3.64,"Within_Range",0.2332,1.209,0,0,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_C6_15CM_20250204",2025,2,4,"TMP","Monitoring","S","C6",15,NA,NA,"PW",20250131,20250204,1245,1,"EST","colored",48.5,4041.67,NA,2.272,162.29,"TN r2 low",0.391485,27.949838,"Within_Range",0.023159,1.653423,"Within_Range",0.017052,0.55053,"Within_Range",9.7564,0.3043,"Within_Range",19.7258,0.5564,"Within_Range",0.0357,0.683,0.068,9.8981,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20250204",2025,2,4,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20250131,20250204,1345,1,"EST","colored",52.21,4350.83,NA,1.645,117.5,"TN r2 low",0.036214,2.585477,"Within_Range",0.023632,1.687193,"Within_Range",0.022648,0.7312,"Within_Range",23.9291,0.7464,"Within_Range",34.0433,0.9603,"Within_Range",0.0615,0.97,0.203,20.9123,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_E3_15CM_20250204",2025,2,4,"TMP","Monitoring","S","E3",15,NA,NA,"PW",20250131,20250204,1355,1,"EST","colored",39,3250,NA,1.441,102.93,"TN r2 low",0.127253,9.085152,"Within_Range",0.024621,1.757802,"Within_Range",0.007718,0.249179,"Within_Range",38.2389,1.1927,"Within_Range",93.5124,2.6379,"Within_Range",0.169,0.301,0.068,22.4916,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_F4_15CM_20250204",2025,2,4,"TMP","Monitoring","S","F4",15,NA,NA,"PW",20250131,20250204,1351,1,"EST","colored",68.88,5740,NA,2.54,181.43,"TN r2 low",0.335391,23.945041,"Within_Range",0.028178,2.011752,"Within_Range",0.015785,0.509625,"Within_Range",8.6707,0.2705,"Within_Range",26.4756,0.7468,"Within_Range",0.0479,1.719,0.055,3.2116,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20250204",2025,2,4,"TMP","Monitoring","S","F6",15,NA,NA,"PW",20250131,20250204,1347,1,"EST","colored",61.7,5141.67,NA,2.016,144,"TN r2 low",0.046948,3.351824,"Within_Range",0.036848,2.630741,"Within_Range",0.014889,0.480697,"Within_Range",31.3459,0.9777,"Within_Range",100.6402,2.8389,"Within_Range",0.1819,1.448,0.203,14.0078,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_H3_15CM_20250204",2025,2,4,"TMP","Monitoring","S","H3",15,NA,NA,"PW",20250131,20250204,1357,1,"EST","colored",66.28,5523.33,NA,2.179,155.64,"TN r2 low",0.08234,5.878615,"Within_Range",0.04534,3.237022,"Within_Range",0.028924,0.933823,"Within_Range",14.9597,0.4666,"Within_Range",46.1479,1.3018,"Within_Range",0.0834,1.448,0.068,4.6693,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_20250204",2025,2,4,"TMP","Monitoring","S","H6",15,NA,NA,"PW",20250131,20250204,1400,1,"EST","colored",45.74,3811.67,NA,1.406,100.43,"TN r2 low",0.020404,1.456731,"bdl",0.018121,1.293738,"bdl",0.019225,0.620687,"Within_Range",2.8156,0.0878,"Within_Range",6.7959,0.1917,"Within_Range",0.0123,0.588,0.068,11.5091,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_I5_15CM_20250204",2025,2,4,"TMP","Monitoring","S","I5",15,NA,NA,"PW",20250131,20250204,1359,1,"EST","colored",61.38,5115,NA,1.696,121.14,"TN r2 low",0.011384,0.812754,"bdl",0.018785,1.341144,"bdl",0.017002,0.548916,"Within_Range",40.9053,1.2759,"Within_Range",71.9294,2.029,"Within_Range",0.13,0.444,0,0,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20250403",2025,4,3,"TMP","Monitoring","S","B4",15,NA,NA,"PW",20250331,20250403,1400,1,"EDT",NA,85,7083.33,"NPOC checks out of range",2.174,155.29,"",0.027199,1.941856,"Within_Range",0.056905,4.062699,"Within_Range",0.054001,1.743443,"Within_Range",13.58,0.4236,"Within_Range",25.6882,0.7246,"Within_Range",0.0464,4.237,0.276,6.5148,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20250403",2025,4,3,"TMP","Monitoring","S","C3",15,NA,NA,"PW",20250331,20250403,1356,1,"EDT",NA,67.3,5608.33,"NPOC checks out of range",1.819,129.93,"",0.017333,1.237479,"bdl",0.033973,2.425482,"Within_Range",0.032563,1.051309,"Within_Range",11.7758,0.3673,"Within_Range",9.1326,0.2576,"Within_Range",0.0165,1.145,0.055,4.8204,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_C6_15CM_20250403",2025,4,3,"TMP","Monitoring","S","C6",15,NA,NA,"PW",20250331,20250403,1403,1,"EDT",NA,60.4,5033.33,"NPOC checks out of range",2.035,145.36,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8222,0.2752,"Within_Range",8.3045,0.2343,"Within_Range",0.015,1.241,0.055,4.449,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20250403",2025,4,3,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20250331,20250403,1406,1,"EDT",NA,39.07,3255.83,"NPOC checks out of range",1.312,93.71,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9806,0.2801,"Within_Range",6.1649,0.1739,"Within_Range",0.0112,0.205,0.068,32.9826,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_E3_15CM_20250403",2025,4,3,"TMP","Monitoring","S","E3",15,NA,NA,"PW",20250331,20250403,1411,1,"EDT",NA,46.02,3835,"NPOC checks out of range",1.565,111.79,"",0.021272,1.518702,"bdl",0.05195,3.708939,"Within_Range",0.022002,0.710343,"Within_Range",11.4921,0.3585,"Within_Range",5.269,0.1486,"Within_Range",0.0095,1.145,0.055,4.8204,"Within Range",NA
"COMPASS","CB","TMP_PW_FW_B4_15CM_20250403",2025,4,3,"TMP","Monitoring","F","B4",15,NA,NA,"PW",20250331,20250403,1433,1,"EDT",NA,13.08,1090,"NPOC checks out of range",0.8065,57.61,"",0.045015,3.213819,"Within_Range",0.133448,9.52744,"Within_Range",0.003419,0.110384,"Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C3_15CM_20250406",2025,4,6,"TMP","Monitoring","F","C3",15,NA,NA,"PW",20250403,20250406,1056,1,"EDT",NA,15.19,1265.83,"NPOC checks out of range",0.4337,30.98,"",0,0,"bdl",0.009067,0.647333,"bdl",0.003859,0.124589,"Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_20250403",2025,4,3,"TMP","Monitoring","F","C6",15,NA,NA,"PW",20250331,20250403,1429,1,"EDT",NA,9.244,770.33,"NPOC checks out of range",0.2882,20.59,"blank is greater than or equal to 25% of sample value",0.011576,0.826462,"bdl",0.019204,1.371058,"bdl",0.008937,0.288535,"Within_Range",0.7135,0.0223,"Within_Range",0.0736,0.0021,"Within_Range",2e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_20250403",2025,4,3,"TMP","Monitoring","F","D5",15,NA,NA,"PW",20250331,20250403,1431,1,"EDT",NA,19.89,1657.5,"NPOC checks out of range",0.6236,44.54,"",0.004591,0.327772,"bdl",0.013684,0.976961,"bdl",0.004871,0.157262,"Within_Range",3.1635,0.0987,"Within_Range",1.0517,0.0297,"Within_Range",0.0019,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_F4_15CM_20250403",2025,4,3,"TMP","Monitoring","F","F4",15,NA,NA,"PW",20250331,20250403,1439,1,"EDT",NA,20.02,1668.33,"NPOC checks out of range",0.5415,38.68,"",0.02112,1.50785,"bdl",0.015445,1.102687,"bdl",0.003196,0.103184,"Within_Range",1.9585,0.0611,"Within_Range",28.2662,0.7974,"Within_Range",0.0511,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_F4_15CM_20250403",2025,4,3,"TMP","Monitoring","C","F4",15,NA,NA,"PW",20250331,20250403,1340,1,"EDT",NA,18.61,1550.83,"NPOC checks out of range",0.4969,35.49,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5258,0.0476,"Within_Range",3.0878,0.0871,"Within_Range",0.0056,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_H6_15CM_20250403",2025,4,3,"TMP","Monitoring","C","H6",15,NA,NA,"PW",20250331,20250403,1338,1,"EDT",NA,24.86,2071.67,"NPOC checks out of range",0.6914,49.39,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8039,0.0251,"Within_Range",1.4906,0.042,"Within_Range",0.0027,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_I5_15CM_20250403",2025,4,3,"TMP","Monitoring","C","I5",15,NA,NA,"PW",20250331,20250403,1336,1,"EDT",NA,19.15,1595.83,"NPOC checks out of range",0.4633,33.09,"",0.015257,1.089264,"bdl",0.019358,1.382053,"bdl",0.010646,0.34371,"Within_Range",1.0032,0.0313,"Within_Range",0.8987,0.0254,"Within_Range",0.0016,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_H3_15CM_20250509",2025,5,9,"TMP","Monitoring","C","H3",15,NA,NA,"PW",20250506,20250509,731,1,"EDT","sub-sampled at 1401",25.46,2121.67,"NPOC checks out of range",0.9769,69.78,"TN checks out of range",0.000481,0.034341,"bdl",0.131591,9.394861,"Within_Range",0.004904,0.158328,"Within_Range",0.1549,0.0048,"Within_Range",1.1126,0.0314,"Within_Range",0.002,0,0,0,"bdl",NA
