"Project","Site","plot","grid","Depth_cm","Analyte","Sample_ID","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Volume_mL"
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20221128_15cm",16.53,1377.5,NA,0.62,44.2857142857143,NA,"NA",NA,NA,20221125,"20221128","1414",2028,"EST",15
"COMPASS","TEMPEST","C","E3","15cm","DOC","TMP_C_E3_20221128_15cm",8.79,732.5,NA,0.32,22.8571428571429,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",15
"COMPASS","TEMPEST","C","H6","15cm","DOC","TMP_C_H6_20221128_15cm",15.01,1250.83333333333,NA,0.46,32.8571428571429,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",15
"COMPASS","TEMPEST","C","I5","15cm","DOC","TMP_C_I5_20221128_15cm",15.72,1310,NA,0.47,33.5714285714286,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",14
"COMPASS","TEMPEST","C","B4","15cm","DOC","TMP_C_B4_20221128_15cm",7.48,623.333333333333,NA,0.24,17.1428571428571,"blank is ≥ 25% of sample value","NA",NA,NA,20221125,"20221128","1023",1742,"EST",15
"COMPASS","TEMPEST","C","F6","15cm","DOC","TMP_C_F6_20221128_15cm",14.55,1212.5,NA,0.42,30,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",13
"COMPASS","TEMPEST","C","C6","15cm","DOC","TMP_C_C6_20221128_15cm",8.28,690,NA,0.28,20,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",15
"COMPASS","TEMPEST","C","D5","15cm","DOC","TMP_C_D5_20221128_15cm",7.13,594.166666666667,NA,0.32,22.8571428571429,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",15
"COMPASS","TEMPEST","C","H3","15cm","DOC","TMP_C_H3_20221128_15cm",19.2,1600,NA,0.81,57.8571428571429,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",13
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20221128_15cm",65.26,5438.33333333333,NA,1.49,106.428571428571,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",15
"COMPASS","TEMPEST","SW","H6","15cm","DOC","TMP_SW_H6_20221128_15cm",28.31,2359.16666666667,NA,0.91,65,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",13
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20221128_15cm",23.28,1940,NA,0.94,67.1428571428571,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",15
"COMPASS","TEMPEST","SW","D5","15cm","DOC","TMP_SW_D5_20221128_15cm",43.48,3623.33333333333,NA,1.24,88.5714285714286,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",15
"COMPASS","TEMPEST","SW","H3","15cm","DOC","TMP_SW_H3_20221128_15cm",35.85,2987.5,NA,1.08,77.1428571428571,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",13.5
"COMPASS","TEMPEST","SW","F6","15cm","DOC","TMP_SW_F6_20221128_15cm",42.99,3582.5,NA,1.39,99.2857142857143,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",15
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20221201_15cm",9.79,815.833333333333,NA,0.81,57.8571428571429,NA,"NA",NA,NA,20221128,"20221201","1420",1949,"EST",15
"COMPASS","TEMPEST","C","C3","15cm","DOC","TMP_C_C3_20221201_15cm",16.1,1341.66666666667,NA,0.46,32.8571428571429,NA,"NA",NA,NA,20221128,"20221201","1120",1706,"EST",11
"COMPASS","TEMPEST","SW","C6","15cm","DOC","TMP_SW_C6_20221201_15cm",44.24,3686.66666666667,NA,3.32,237.142857142857,NA,"NA",NA,NA,20221128,"20221201","1210",1746,"EST",15
"COMPASS","TEMPEST","SW","E3","15cm","DOC","TMP_SW_E3_20221201_15cm",37.11,3092.5,NA,1.15,82.1428571428571,NA,"NA",NA,NA,20221128,"20221201","1210",1746,"EST",15
