date,Project,plot,grid,sample_name,evacuation_datetime,collection_datetime,tz,doc_mg_l,tdn_mg_l,doc_flag,tdn_flag
2025-02-04,COMPASS: TEMPEST,Saltwater,B4,SW_B4_DOC_20250204,2025-01-31T18:08:00Z,2025-02-04T17:20:00Z,EST,69.98,1.797,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,C3,SW_C3_DOC_20250204,2025-01-31T17:52:00Z,2025-02-04T17:10:00Z,EST,73.44,1.985,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,C6,SW_C6_DOC_20250204,2025-01-31T17:45:00Z,2025-02-04T17:30:00Z,EST,48.5,2.272,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20250204,2025-01-31T18:45:00Z,2025-02-04T17:39:00Z,EST,52.21,1.645,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,E3,SW_E3_DOC_20250204,2025-01-31T18:55:00Z,2025-02-04T18:06:00Z,EST,39,1.441,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,F4,SW_F4_DOC_20250204,2025-01-31T18:51:00Z,2025-02-04T17:58:00Z,EST,68.88,2.54,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,F6,SW_F6_DOC_20250204,2025-01-31T18:47:00Z,2025-02-04T17:48:00Z,EST,61.7,2.016,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,H3,SW_H3_DOC_20250204,2025-01-31T18:57:00Z,2025-02-04T18:17:00Z,EST,66.28,2.179,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20250204,2025-01-31T19:00:00Z,2025-02-04T18:33:00Z,EST,45.74,1.406,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,I5,SW_I5_DOC_20250204,2025-01-31T18:59:00Z,2025-02-04T18:25:00Z,EST,61.38,1.696,NA,TN r2 low
2025-04-03,COMPASS: TEMPEST,Saltwater,B4,SW_B4_DOC_20250403,2025-03-31T18:00:00Z,2025-04-03T16:32:00Z,EDT,85,2.174,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Saltwater,C3,SW_C3_DOC_20250403,2025-03-31T17:56:00Z,2025-04-03T17:36:00Z,EDT,67.3,1.819,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Saltwater,C6,SW_C6_DOC_20250403,2025-03-31T18:03:00Z,2025-04-03T16:47:00Z,EDT,60.4,2.035,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20250403,2025-03-31T18:06:00Z,2025-04-03T16:55:00Z,EDT,39.07,1.312,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Saltwater,E3,SW_E3_DOC_20250403,2025-03-31T18:11:00Z,2025-04-03T17:27:00Z,EDT,46.02,1.565,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Freshwater,B4,FW_B4_DOC_20250403,2025-03-31T18:33:00Z,2025-04-03T15:02:00Z,EDT,13.08,0.8065,NPOC checks out of range,NA
2025-04-06,COMPASS: TEMPEST,Freshwater,C3,FW_C3_DOC_20250406,2025-04-03T14:56:00Z,2025-04-06T15:20:00Z,EDT,15.19,0.4337,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Freshwater,C6,FW_C6_DOC_20250403,2025-03-31T18:29:00Z,2025-04-03T15:24:00Z,EDT,9.244,0.2882,NPOC checks out of range,blank is ≥ 25% of sample value
2025-04-03,COMPASS: TEMPEST,Freshwater,D5,FW_D5_DOC_20250403,2025-03-31T18:31:00Z,2025-04-03T15:10:00Z,EDT,19.89,0.6236,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Freshwater,F4,FW_F4_DOC_20250403,2025-03-31T18:39:00Z,2025-04-03T14:28:00Z,EDT,20.02,0.5415,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Control,F4,C_F4_DOC_20250403,2025-03-31T17:40:00Z,2025-04-03T18:15:00Z,EDT,18.61,0.4969,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Control,H6,C_H6_DOC_20250403,2025-03-31T17:38:00Z,2025-04-03T18:33:00Z,EDT,24.86,0.6914,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20250403,2025-03-31T17:36:00Z,2025-04-03T18:24:00Z,EDT,19.15,0.4633,NPOC checks out of range,NA
2025-05-09,COMPASS: TEMPEST,Control,H3,C_H3_DOC_20250509,2025-05-06T11:31:00Z,2025-05-09T17:25:00Z,EDT,25.46,0.9769,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Control,H6,C_H6_DOC_20250509,2025-05-06T11:36:00Z,2025-05-09T17:31:00Z,EDT,29.91,0.9752,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20250509,2025-05-06T11:40:00Z,2025-05-09T17:27:00Z,EDT,21.48,0.5675,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Freshwater,C6,FW_C6_DOC_20250509,2025-05-06T12:24:00Z,2025-05-09T14:24:00Z,EDT,10.3,0.3652,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Freshwater,D5,FW_D5_DOC_20250509,2025-05-06T12:33:00Z,2025-05-09T14:22:00Z,EDT,18.45,0.6574,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Freshwater,H3,FW_H3_DOC_20250509,2025-05-06T12:40:00Z,2025-05-09T14:33:00Z,EDT,13.93,0.7482,NPOC checks out of range,TN checks out of range
2025-05-12,COMPASS: TEMPEST,Freshwater,H6,FW_H6_DOC_20250512,2025-05-09T14:16:00Z,2025-05-12T15:03:00Z,EDT,18.34,0.7041,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Freshwater,I5,FW_I5_DOC_20250509,2025-05-06T12:42:00Z,2025-05-09T14:35:00Z,EDT,19.3,0.7764,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20250509,2025-05-06T11:58:00Z,2025-05-09T15:56:00Z,EDT,42.4,1.312,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Saltwater,F6,SW_F6_DOC_20250509,2025-05-06T12:01:00Z,2025-05-09T15:59:00Z,EDT,68.25,2.303,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20250509,2025-05-06T12:09:00Z,2025-05-09T15:41:00Z,EDT,49.77,1.84,NPOC checks out of range,TN checks out of range
2025-06-02,COMPASS: TEMPEST,Saltwater,B4,SW_B4_DOC_20250602,2025-05-30T17:12:00Z,2025-06-02T19:31:00Z,EDT,47.02,1.185,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,C3,SW_C3_DOC_20250602,2025-05-30T17:08:00Z,2025-06-02T19:18:00Z,EDT,65.21,1.804,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,C6,SW_C6_DOC_20250602,2025-05-30T16:46:00Z,2025-06-02T16:34:00Z,EDT,54.19,1.871,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20250602,2025-05-30T16:48:00Z,2025-06-02T16:48:00Z,EDT,33.01,1.045,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,E3,SW_E3_DOC_20250602,2025-05-30T17:02:00Z,2025-06-02T19:04:00Z,EDT,33.58,1.076,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,F4,SW_F4_DOC_20250602,2025-05-30T16:59:00Z,2025-06-02T17:38:00Z,EDT,41.28,1.453,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,F6,SW_F6_DOC_20250602,2025-05-30T16:52:00Z,2025-06-02T16:59:00Z,EDT,46.15,1.714,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,H3,SW_H3_DOC_20250602,2025-05-30T16:57:00Z,2025-06-02T17:23:00Z,EDT,27.82,0.8934,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20250602,2025-05-30T16:53:00Z,2025-06-02T17:11:00Z,EDT,34.14,1.046,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,B4,FW_B4_DOC_20250602,2025-05-30T15:01:00Z,2025-06-02T15:59:00Z,EDT,10.42,0.3236,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,C3,FW_C3_DOC_20250602,2025-05-30T15:00:00Z,2025-06-02T15:47:00Z,EDT,10.72,0.274,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,C6,FW_C6_DOC_20250602,2025-05-30T15:07:00Z,2025-06-02T16:21:00Z,EDT,9.584,0.2677,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,D5,FW_D5_DOC_20250602,2025-05-30T15:05:00Z,2025-06-02T16:10:00Z,EDT,14.33,0.3921,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,E3,FW_E3_DOC_20250602,2025-05-30T14:58:00Z,2025-06-02T15:38:00Z,EDT,9.522,0.2566,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,F4,FW_F4_DOC_20250602,2025-05-30T14:52:00Z,2025-06-02T15:02:00Z,EDT,15.63,0.4121,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,F6,FW_F6_DOC_20250602,2025-05-30T14:56:00Z,2025-06-02T15:25:00Z,EDT,12.67,0.3162,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,H3,FW_H3_DOC_20250602,2025-05-30T14:50:00Z,2025-06-02T14:51:00Z,EDT,11.21,0.4481,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,H6,FW_H6_DOC_20250602,2025-05-30T14:55:00Z,2025-06-02T15:13:00Z,EDT,12.28,0.4213,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,I5,FW_I5_DOC_20250602,2025-05-30T14:49:00Z,2025-06-02T14:33:00Z,EDT,12.27,0.395,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,B4,C_B4_DOC_20250602,2025-05-30T17:22:00Z,2025-06-02T19:58:00Z,EDT,15.96,0.4102,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,C3,C_C3_DOC_20250602,2025-05-30T17:24:00Z,2025-06-02T20:09:00Z,EDT,19.63,0.4815,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,C6,C_C6_DOC_20250602,2025-05-30T17:18:00Z,2025-06-02T19:46:00Z,EDT,15.06,0.4146,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,F4,C_F4_DOC_20250602,2025-05-30T17:39:00Z,2025-06-02T20:34:00Z,EDT,14.63,0.3898,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,F6,C_F6_DOC_20250602,2025-05-30T17:31:00Z,2025-06-02T20:24:00Z,EDT,22.46,0.4656,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,H3,C_H3_DOC_20250602,2025-05-30T17:42:00Z,2025-06-02T20:43:00Z,EDT,21.5,0.5364,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,H6,C_H6_DOC_20250602,2025-05-30T17:49:00Z,2025-06-02T21:07:00Z,EDT,20.72,3.034,NPOC checks out of range,value above cal curve
2025-06-02,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20250602,2025-05-30T17:44:00Z,2025-06-02T20:56:00Z,EDT,15.11,0.3941,NPOC checks out of range,NA
2025-07-11,COMPASS: TEMPEST,Control,F6,C_F6_DOC_20250711,2025-07-08T17:40:00Z,2025-07-11T16:05:00Z,EDT,24.78,0.8238,NA,NA
2025-07-11,COMPASS: TEMPEST,Control,H3,C_H3_DOC_20250711,2025-07-08T14:38:00Z,2025-07-11T16:15:00Z,EDT,25.42,0.9261,NA,NA
2025-07-11,COMPASS: TEMPEST,Control,H6,C_H6_DOC_20250711,2025-07-08T14:48:00Z,2025-07-11T16:24:00Z,EDT,25.83,0.8619,NA,NA
2025-07-11,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20250711,2025-07-08T14:44:00Z,2025-07-11T16:36:00Z,EDT,17.98,0.5845,NA,NA
2025-07-11,COMPASS: TEMPEST,Saltwater,B4,SW_B4_DOC_20250711,2025-07-08T16:24:00Z,2025-07-11T11:38:00Z,EDT,75.8,2.597,NA,NA
2025-07-11,COMPASS: TEMPEST,Saltwater,C3,SW_C3_DOC_20250711,2025-07-08T16:18:00Z,2025-07-11T11:50:00Z,EDT,96.36,2.976,NA,NA
2025-07-11,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20250711,2025-07-08T16:28:00Z,2025-07-11T12:01:00Z,EDT,32.21,1.26,NA,NA
2025-07-11,COMPASS: TEMPEST,Saltwater,E3,SW_E3_DOC_20250711,2025-07-08T17:47:00Z,2025-07-11T12:15:00Z,EDT,41.82,1.627,NA,NA
2025-07-11,COMPASS: TEMPEST,Saltwater,F6,SW_F6_DOC_20250711,2025-07-08T16:33:00Z,2025-07-11T12:27:00Z,EDT,61.9,2.374,NA,NA
2025-07-11,COMPASS: TEMPEST,Saltwater,H3,SW_H3_DOC_20250711,2025-07-08T16:43:00Z,2025-07-11T12:50:00Z,EDT,44.03,1.718,NA,NA
2025-07-11,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20250711,2025-07-08T16:49:00Z,2025-07-11T12:55:00Z,EDT,61.34,1.909,NA,NA
2025-07-11,COMPASS: TEMPEST,Saltwater,I5,SW_I5_DOC_20250711,2025-07-08T17:53:00Z,2025-07-11T13:05:00Z,EDT,43.44,2.113,NA,NA
2025-07-11,COMPASS: TEMPEST,Freshwater,C3,FW_C3_DOC_20250711,2025-07-08T17:03:00Z,2025-07-11T14:06:00Z,EDT,15.81,0.8707,NA,NA
2025-07-11,COMPASS: TEMPEST,Freshwater,C6,FW_C6_DOC_20250711,2025-07-08T16:53:00Z,2025-07-11T14:15:00Z,EDT,10.3,0.4455,NA,NA
2025-07-11,COMPASS: TEMPEST,Freshwater,D5,FW_D5_DOC_20250711,2025-07-08T16:58:00Z,2025-07-11T14:27:00Z,EDT,19.1,0.8667,NA,NA
2025-07-11,COMPASS: TEMPEST,Freshwater,F4,FW_F4_DOC_20250711,2025-07-08T18:13:00Z,2025-07-11T14:53:00Z,EDT,20.71,0.8748,NA,NA
2025-07-11,COMPASS: TEMPEST,Freshwater,I5,FW_I5_DOC_20250711,2025-07-08T17:13:00Z,2025-07-11T15:10:00Z,EDT,19.53,0.849,NA,NA
2025-09-26,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20250926,2025-09-23T15:07:00Z,2025-09-26T16:02:00Z,EDT,15.73,0.6051,NA,NA
2025-09-29,COMPASS: TEMPEST,Saltwater,H3,SW_H3_DOC_20250929,2025-09-26T16:29:00Z,2025-09-29T14:00:00Z,EDT,17.7,0.6428,NA,NA
2025-09-26,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20250926,2025-09-23T15:19:00Z,2025-09-26T16:15:00Z,EDT,20.77,0.8676,NA,NA
2025-11-01,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20251101,2025-10-29T17:05:00Z,2025-11-01T14:52:00Z,EDT,12.05,0.5878,NPOC checks out of range,NA
2025-11-01,COMPASS: TEMPEST,Freshwater,I5,FW_I5_DOC_20251101,2025-10-29T18:06:00Z,2025-11-01T16:37:00Z,EDT,19.22,0.7134,NPOC checks out of range,NA
2025-11-01,COMPASS: TEMPEST,Saltwater,F6,SW_F6_DOC_20251101,2025-10-29T17:37:00Z,2025-11-01T15:43:00Z,EDT,23.89,0.8135,NPOC checks out of range,NA
2025-11-01,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20251101,2025-10-29T17:45:00Z,2025-11-01T16:02:00Z,EDT,27.3,1.084,NPOC checks out of range,NA
