"","Project","Plot","Grid","Date","Sample_ID","SO4_ppm","SO4_Area","Cl_ppm","Cl_Area","SO4_mM","Cl_mM","salinity"
"44","TEMPEST","Aquifer","Sample","B","TEMPEST_Aquifer_Sample_B",15.9406,0.4283,9e-04,0,0.497211478477854,2.53878702397743e-05,2.76263e-05
"45","TEMPEST","Aquifer","Sample","C","TEMPEST_Aquifer_Sample_C",15.861,0.4261,0.0114,4e-04,0.494728633811603,0.000321579689703808,4.65998e-05
"46","TEMPEST","SW","H6","20230807","TEMPEST_SW_H6_20230807",31.1078,0.8358,115.1009,4.1283,0.970299438552714,3.24685190409027,0.2080133263
"47","TEMPEST","SW","H3","20230807","TEMPEST_SW_H3_20230807",13.6023,0.3655,7.9237,0.2842,0.424276356830942,0.223517630465444,0.0143441259
"48","TEMPEST","SW","F4","20230807","TEMPEST_SW_F4_20230807",36.636,0.9843,208.0046,7.4604,1.14273237679351,5.86754866008463,0.3758903122
"49","TEMPEST","SW","C6","20230807","TEMPEST_SW_C6_20230807",67.5477,1.8148,158.1097,5.6708,2.10691515907673,4.46007616361072,0.2857302279
"50","TEMPEST","SW","C3","20230807","TEMPEST_SW_C3_20230807",154.3618,4.1473,1207.9926,43.3264,4.81477854023705,34.0759548660085,2.1828686282
"51","TEMPEST","FW","I5","20230807","TEMPEST_FW_I5_20230807",4.9603,0.1333,0.0061,2e-04,0.154719276356831,0.000172073342736248,3.70227e-05
"52","TEMPEST","FW","F6","20230807","TEMPEST_FW_F6_20230807",4.1876,0.1125,0.0145,5e-04,0.130617592014972,0.000409026798307475,5.22015e-05
"53","TEMPEST","FW","E3","20230807","TEMPEST_FW_E3_20230807",6.2623,0.1683,0.0229,8e-04,0.195330630068621,0.000645980253878702,6.73803e-05
"54","TEMPEST","FW","D5","20230807","TEMPEST_FW_D5_20230807",5.045,0.1355,0.0494,0.0018,0.157361197754211,0.0013935119887165,0.0001152658
"55","TEMPEST","FW","B4","20230807","TEMPEST_FW_B4_20230807",4.9651,0.1334,32.8252,1.1773,0.154868995633188,0.925957686882934,0.0593411364
"56","TEMPEST","FW","H3","20230810","TEMPEST_FW_H3_20230810",5.5601,0.1494,0.8575,0.0308,0.173427947598253,0.0241889985895628,0.0015755025
"57","TEMPEST","FW","F4","20230807","TEMPEST_FW_F4_20230807",4.1846,0.1124,32.2465,1.1566,0.130524017467249,0.909633286318759,0.0582954255
"58","TEMPEST","FW","C6","20230807","TEMPEST_FW_C6_20230807",5.2473,0.141,0.4195,0.015,0.163671241422333,0.0118335684062059,0.0007840365
"59","TEMPEST","FW","C3","20230807","TEMPEST_FW_C3_20230807",4.7227,0.1269,0.0706,0.0025,0.147308172177168,0.00199153737658674,0.0001535742
"60","TEMPEST","C","I5","20230807","TEMPEST_C_I5_20230807",3.872,0.104,0.5934,0.0213,0.12077354959451,0.0167390691114245,0.0010982738
"61","TEMPEST","C","F6","20230810","TEMPEST_C_F6_20230810",3.2014,0.086,0,0,0.0998565190268247,0,2.6e-05
"62","TEMPEST","C","E3","20230810","TEMPEST_C_E3_20230810",4.2896,0.1152,0.0034,1e-04,0.133799126637555,9.59097320169252e-05,3.21438e-05
"63","TEMPEST","C","D5","20230807","TEMPEST_C_D5_20230807",4.9382,0.1327,0,0,0.154029943855271,0,2.6e-05
