"","Project","Plot","Grid","Date","Sample_Name","NH3_mgL","NH3_uM","PO4_mgL","PO4_uM","NOx_mgL","NOx_uM","NH3_range","PO4_range","NOx_range"
"13","TEMPEST","C","F4","20230810","TEMPEST_C_F4_20230810",0.02506,1.78914376691155,0.003797,0.271084552392784,0.009458,0.675248274040281,"Within_Range","Within_Range","bdl"
"14","TEMPEST","C","F6","20230628","TEMPEST_C_F6_20230628",0.023549,1.68126682230647,0.005913,0.422155111482362,0.011026,0.787194699679439,"Within_Range","Within_Range","bdl"
"15","TEMPEST","C","F6","20230810","TEMPEST_C_F6_20230810",0.032086,2.29076085016456,0.008045,0.574367981037646,0.010503,0.749855426331684,"Within_Range","Within_Range","bdl"
"16","TEMPEST","C","H3","20230628","TEMPEST_C_H3_20230628",0.914771,65.3095304390042,0.006043,0.431436384016221,0.056143,4.00829602975719,"Within_Range","Within_Range","Within_Range"
"17","TEMPEST","C","H3","20230807","TEMPEST_C_H3_20230807",0.009864,0.704234402107563,0.009301,0.664039352595543,0.012725,0.908493792256563,"bdl","Within_Range","bdl"
"18","TEMPEST","C","H3","20231211","TEMPEST_C_H3_20231211",0.170349,12.1619653451562,0.004901,0.349903974526477,0.019704,1.40675533851657,"Within_Range","Within_Range","bdl"
"19","TEMPEST","C","H6","20230612","TEMPEST_C_H6_20230612",0.12422,8.86861287812261,0.00721,0.51475365360863,0.030325,2.16503530453283,"Within_Range","Within_Range","Within_Range"
"20","TEMPEST","C","H6","20230628","TEMPEST_C_H6_20230628",0.021278,1.51913013058037,0.004845,0.345905887896507,0.00868,0.619703427645341,"Within_Range","Within_Range","bdl"
"21","TEMPEST","C","H6","20230707","TEMPEST_C_H6_20230707",0.045649,3.25908315306246,0.006725,0.480127367616926,0.011853,0.846237871875602,"Within_Range","Within_Range","bdl"
"22","TEMPEST","C","H6","20230710","TEMPEST_C_H6_20230710",0.15841,11.3095875545275,0.008732,0.623415936658885,0.023173,1.65442252636238,"Within_Range","Within_Range","bdl"
"23","TEMPEST","C","H6","20230807","TEMPEST_C_H6_20230807",0.017779,1.26932111061135,0.006485,0.462992710631341,0.009898,0.706661811847187,"bdl","Within_Range","bdl"
"24","TEMPEST","C","H6","20231211","TEMPEST_C_H6_20231211",0.004808,0.343264294944562,0.008641,0.616919045885183,0.007982,0.56987013357893,"bdl","Within_Range","bdl"
"25","TEMPEST","C","I5","20230710","TEMPEST_C_I5_20230710",0.07103,5.07114452369223,0.006756,0.482340594144231,0.016933,1.20892144473716,"Within_Range","Within_Range","bdl"
"26","TEMPEST","C","I5","20230810","TEMPEST_C_I5_20230810",0.032139,2.29454475358221,0.006568,0.468918446172189,0.007634,0.545024880949831,"Within_Range","Within_Range","bdl"
"27","TEMPEST","C","I5","20230628","TEMPEST_C_I5_20230628",0.0253,1.80627842389713,0.004718,0.336838798574968,0.010515,0.750712159180963,"Within_Range","Within_Range","bdl"
"28","TEMPEST","C","I5","20231208","TEMPEST_C_I5_20231208",0.044662,3.18861687620924,0.005506,0.393097589010973,0.011208,0.800188481226841,"Within_Range","Within_Range","bdl"
"29","TEMPEST","FW","B4","20230627","TEMPEST_FW_B4_20230627",0.084768,6.05196084730879,0.004409,0.314777927706026,0.067161,4.79491957420377,"Within_Range","Within_Range","Within_Range"
"30","TEMPEST","FW","B4","20230807","TEMPEST_FW_B4_20230807",0.038996,2.78409618254121,0.005646,0.403092805585898,0.027509,1.96398866256863,"Within_Range","Within_Range","Within_Range"
"31","TEMPEST","FW","C3","20230614","TEMPEST_FW_C3_20230614",0.009299,0.66389656378733,0.004094,0.292288690412445,0.010139,0.723867863236879,"bdl","Within_Range","bdl"
"32","TEMPEST","FW","C3","20230617","TEMPEST_FW_C3_20230617",0.021476,1.53326622259347,0.003912,0.279294908865043,0.014523,1.03686093084024,"Within_Range","Within_Range","bdl"
"33","TEMPEST","FW","C3","20230627","TEMPEST_FW_C3_20230627",0.015638,1.11646569141911,0.003511,0.250665752818294,0.012036,0.859303047827111,"bdl","Within_Range","bdl"
"34","TEMPEST","FW","C3","20230710","TEMPEST_FW_C3_20230710",0.024522,1.7507335775022,0.004324,0.308709403356965,0.012118,0.865157388963853,"Within_Range","Within_Range","bdl"
"35","TEMPEST","FW","C6","20230614","TEMPEST_FW_C6_20230614",0.492433,35.1569605974284,0.003892,0.277867020782911,0.040543,2.89454332569413,"Within_Range","Within_Range","Within_Range"
"36","TEMPEST","FW","C6","20231208","TEMPEST_FW_C6_20231208",0.30909,22.0672963653109,0.050299,3.59106713215818,0.01294,0.923843589139483,"Within_Range","Within_Range","bdl"
"37","TEMPEST","FW","D5","20230612","TEMPEST_FW_D5_20230612",0.006863,0.489979795383638,0.0053,0.378390341765012,0.008616,0.615134185782518,"bdl","Within_Range","bdl"
"38","TEMPEST","FW","D5","20230614","TEMPEST_FW_D5_20230614",0.009654,0.689241577245175,0.005247,0.374606438347362,0.01364,0.973819672014107,"bdl","Within_Range","bdl"
"39","TEMPEST","FW","D5","20230617","TEMPEST_FW_D5_20230617",0.011002,0.785481233980881,0.006035,0.430865228783368,0.007562,0.539884483854155,"bdl","Within_Range","bdl"
"40","TEMPEST","FW","D5","20230627","TEMPEST_FW_D5_20230627",0.010922,0.779769681652352,0.004684,0.334411388835343,0.003544,0.253021768153812,"bdl","Within_Range","bdl"
"41","TEMPEST","FW","D5","20230710","TEMPEST_FW_D5_20230710",0.025658,1.8318376205673,0.005875,0.419442124126311,0.015596,1.11346712644663,"Within_Range","Within_Range","bdl"
"42","TEMPEST","FW","D5","20230807","TEMPEST_FW_D5_20230807",0.03121,2.22821935216718,0.007042,0.50275939371872,0.013548,0.9672513868363,"Within_Range","Within_Range","bdl"
"43","TEMPEST","FW","D5","20231002","TEMPEST_FW_D5_20231002",0.013657,0.97503337688392,0.005635,0.402307467140726,0.014451,1.03172053374457,"bdl","Within_Range","bdl"
"44","TEMPEST","FW","D5","20231208","TEMPEST_FW_D5_20231208",0.029769,2.12534001584956,0.004236,0.302426695795584,0.011,0.785338445172667,"Within_Range","Within_Range","bdl"
"45","TEMPEST","FW","E3","20230627","TEMPEST_FW_E3_20230627",0.025066,1.78957213333619,0.006013,0.429294551893023,0.007426,0.530174844895657,"Within_Range","Within_Range","bdl"
"46","TEMPEST","FW","E3","20230807","TEMPEST_FW_E3_20230807",0.031242,2.23050397309859,0.00607,0.433364032927099,0.011574,0.826318833129859,"Within_Range","Within_Range","bdl"
"47","TEMPEST","FW","E3","20231211","TEMPEST_FW_E3_20231211",0.039443,2.81600948117687,0.00423,0.301998329370944,0.011157,0.796547366617405,"Within_Range","Within_Range","bdl"
"48","TEMPEST","FW","F4","20230627","TEMPEST_FW_F4_20230627",0.015764,1.12546138633654,0.004018,0.286862715700343,0.007584,0.541455160744501,"bdl","Within_Range","bdl"
"49","TEMPEST","FW","F4","20230710","TEMPEST_FW_F4_20230710",0.043174,3.08238200289861,0.005082,0.362826361669772,0.016759,1.19649881842261,"Within_Range","Within_Range","bdl"
"50","TEMPEST","FW","F4","20230807","TEMPEST_FW_F4_20230807",0.02771,1.97833893779406,0.006325,0.451569605974284,0.022808,1.62836356886347,"Within_Range","Within_Range","bdl"
"51","TEMPEST","FW","F4","20231211","TEMPEST_FW_F4_20231211",0.006408,0.457495341515132,0.004497,0.321060635267408,0.005152,0.367823969957235,"bdl","Within_Range","bdl"
"52","TEMPEST","FW","F6","20230627","TEMPEST_FW_F6_20230627",0.018348,1.30994452654801,0.007568,0.540312850278795,0.009818,0.700950259518659,"bdl","Within_Range","bdl"
"53","TEMPEST","FW","F6","20230810","TEMPEST_FW_F6_20230810",0.684655,48.8805357436084,0.010297,0.735148179085723,0.052102,3.71979124276239,"Within_Range","Within_Range","Within_Range"
"54","TEMPEST","FW","F6","20231211","TEMPEST_FW_F6_20231211",0.004288,0.306139204809127,0.010227,0.730150570798261,0.00722,0.515467597649696,"bdl","Within_Range","bdl"
"55","TEMPEST","FW","H3","20230614","TEMPEST_FW_H3_20230614",0.028537,2.03738210999022,0.004336,0.309566136206244,0.023743,1.69511733670315,"Within_Range","Within_Range","bdl"
"56","TEMPEST","FW","H3","20230627","TEMPEST_FW_H3_20230627",0.020137,1.43766911549473,0.00429,0.30628199361734,0.00923,0.658970349903975,"Within_Range","Within_Range","bdl"
"57","TEMPEST","FW","H3","20230810","TEMPEST_FW_H3_20230810",0.035296,2.51993688734677,0.004514,0.32227434013722,0.014425,1.02986427923779,"Within_Range","Within_Range","bdl"
"58","TEMPEST","FW","H3","20231002","TEMPEST_FW_H3_20231002",0.021164,1.51099116851221,0.00565,0.403378383202325,0.006145,0.438718613235095,"Within_Range","Within_Range","bdl"
"59","TEMPEST","FW","H3","20231208","TEMPEST_FW_H3_20231208",0.004461,0.31849043671957,0.003235,0.230960897284871,0.006725,0.480127367616926,"bdl","Within_Range","bdl"
"60","TEMPEST","FW","H6","20230612","TEMPEST_FW_H6_20230612",0.012757,0.910778413187974,0.004778,0.341122462821364,0.016064,1.14687970756852,"bdl","Within_Range","bdl"
"61","TEMPEST","FW","H6","20230617","TEMPEST_FW_H6_20230617",0.009781,0.698308666566715,0.004665,0.333054895157318,0.014745,1.05271048855191,"bdl","Within_Range","bdl"
"62","TEMPEST","FW","H6","20230710","TEMPEST_FW_H6_20230710",0.0398,2.84149728344292,0.004335,0.309494741802138,0.014275,1.0191551186218,"Within_Range","Within_Range","bdl"
"63","TEMPEST","FW","I5","20230614","TEMPEST_FW_I5_20230614",0.004138,0.295430044193136,0.005764,0.411517345270478,0.008194,0.58500574724953,"bdl","Within_Range","bdl"
"64","TEMPEST","FW","I5","20230617","TEMPEST_FW_I5_20230617",0.007092,0.506329113924051,0.005455,0.389456474401536,0.010105,0.721440453497255,"bdl","Within_Range","bdl"
"65","TEMPEST","FW","I5","20230627","TEMPEST_FW_I5_20230627",0.015525,1.10839812375506,0.005998,0.428223635831424,0.005164,0.368680702806514,"bdl","Within_Range","bdl"
"66","TEMPEST","FW","I5","20230710","TEMPEST_FW_I5_20230710",0.304932,21.7704384330356,0.006155,0.439432557276161,0.037255,2.65979852499161,"Within_Range","Within_Range","Within_Range"
"67","TEMPEST","FW","I5","20230807","TEMPEST_FW_I5_20230807",0.0278,1.98476443416365,0.007242,0.517038274540042,0.009668,0.690241098902668,"Within_Range","Within_Range","bdl"
"68","TEMPEST","FW","I5","20231002","TEMPEST_FW_I5_20231002",0.036704,2.62046020832887,0.007426,0.530174844895657,0.012132,0.866156910621345,"Within_Range","Within_Range","bdl"
"69","TEMPEST","FW","I5","20231208","TEMPEST_FW_I5_20231208",0.002929,0.209114209628249,0.003913,0.27936630326915,0.008658,0.618132750754996,"bdl","Within_Range","bdl"
"70","TEMPEST","SW","B4","20230612","TEMPEST_SW_B4_20230612",0.024701,1.76351317583728,0.003565,0.254521050640051,0.010725,0.765704984043351,"Within_Range","Within_Range","bdl"
"71","TEMPEST","SW","B4","20230614","TEMPEST_SW_B4_20230614",0.027961,1.99625893322481,0.004156,0.296715143467055,0.007857,0.560945833065604,"Within_Range","Within_Range","bdl"
"72","TEMPEST","SW","B4","20230617","TEMPEST_SW_B4_20230617",0.025105,1.79235651509635,0.004665,0.333054895157318,0.007939,0.566800174202346,"Within_Range","Within_Range","bdl"
"73","TEMPEST","SW","B4","20230627","TEMPEST_SW_B4_20230627",0.099198,7.08218209856711,0.00349,0.249166470332055,0.01292,0.922415701057351,"Within_Range","Within_Range","bdl"
"74","TEMPEST","SW","B4","20230707","TEMPEST_SW_B4_20230707",0.245996,17.5627378326087,0.004626,0.33027051339716,0.022509,1.6070166420356,"Within_Range","Within_Range","bdl"
"75","TEMPEST","SW","B4","20230810","TEMPEST_SW_B4_20230810",0.444228,31.7153933474694,0.050842,3.62983429358807,0.053738,3.8365924878808,"Within_Range","Within_Range","Within_Range"
"76","TEMPEST","SW","B4","20231211","TEMPEST_SW_B4_20231211",0.081782,5.83877715664646,0.035941,2.56598627799553,0.026971,1.92557847315927,"Within_Range","Within_Range","Within_Range"
"77","TEMPEST","SW","C3","20230614","TEMPEST_SW_C3_20230614",0.149076,10.6431921865964,0.004615,0.329485174951987,0.019162,1.36805957149079,"Within_Range","Within_Range","bdl"
"78","TEMPEST","SW","C3","20230617","TEMPEST_SW_C3_20230617",0.219456,15.6679303476194,0.005545,0.395881970771131,0.023164,1.65377997672542,"Within_Range","Within_Range","bdl"
"79","TEMPEST","SW","C3","20230627","TEMPEST_SW_C3_20230627",0.01619,1.15587540248595,0.003771,0.269228297886012,0.014161,1.01101615655365,"bdl","Within_Range","bdl"
"80","TEMPEST","SW","C3","20230707","TEMPEST_SW_C3_20230707",0.037043,2.64466291132101,0.005058,0.361112895971214,0.019923,1.42239071301591,"Within_Range","Within_Range","bdl"
"81","TEMPEST","SW","C3","20230807","TEMPEST_SW_C3_20230807",0.022388,1.5983779191387,0.004488,0.320418085630448,0.01025,0.731792642092713,"Within_Range","Within_Range","bdl"
"82","TEMPEST","SW","C3","20231002","TEMPEST_SW_C3_20231002",0.020613,1.47165285184947,0.00504,0.359827796697295,0.015196,1.08490936480399,"Within_Range","Within_Range","bdl"
"83","TEMPEST","SW","C6","20230627","TEMPEST_SW_C6_20230627",0.021091,1.50577937701243,0.003283,0.234387828681988,0.011766,0.840026558718328,"Within_Range","Within_Range","bdl"
"84","TEMPEST","SW","C6","20230810","TEMPEST_SW_C6_20230810",0.053509,3.82024316934039,0.02301,1.64278523849301,0.026132,1.86567856811383,"Within_Range","Within_Range","Within_Range"
"85","TEMPEST","SW","D5","20230614","TEMPEST_SW_D5_20230614",0.053131,3.79325608458809,0.00428,0.305568049576274,0.011353,0.810540669822299,"Within_Range","Within_Range","bdl"
"86","TEMPEST","SW","D5","20230617","TEMPEST_SW_D5_20230617",0.002702,0.19290767989605,0.003908,0.279009331248617,0.007666,0.547309501881243,"bdl","Within_Range","bdl"
"87","TEMPEST","SW","D5","20230627","TEMPEST_SW_D5_20230627",0.006891,0.491978838698623,0.003299,0.235530139147694,0.011718,0.83659962732121,"bdl","Within_Range","bdl"
"88","TEMPEST","SW","D5","20230807","TEMPEST_SW_D5_20230807",0.016074,1.14759365160959,0.011224,0.801330791692547,0.012648,0.902996423140354,"bdl","Within_Range","bdl"
"89","TEMPEST","SW","D5","20231002","TEMPEST_SW_D5_20231002",0.013927,0.994309865992704,0.012103,0.864086472902254,0.008819,0.629627249816159,"bdl","Within_Range","bdl"
"90","TEMPEST","SW","D5","20231208","TEMPEST_SW_D5_20231208",0.024498,1.74902011180364,0.012743,0.909778891530482,0.009336,0.666538156739275,"Within_Range","Within_Range","bdl"
"91","TEMPEST","SW","E3","20230612","TEMPEST_SW_E3_20230612",0.017132,1.22312893115438,0.003508,0.250451569605974,0.014678,1.04792706347676,"bdl","Within_Range","bdl"
"92","TEMPEST","SW","E3","20230614","TEMPEST_SW_E3_20230614",0.003278,0.234030856661455,0.003609,0.257662404420741,0.007211,0.514825048012737,"bdl","Within_Range","bdl"
"93","TEMPEST","SW","E3","20230617","TEMPEST_SW_E3_20230617",0.00822,0.586862001756302,0.003916,0.27958048648147,0.013746,0.981387478849408,"bdl","Within_Range","bdl"
"94","TEMPEST","SW","E3","20230627","TEMPEST_SW_E3_20230627",0.008356,0.596571640714801,0.00309,0.220608708689413,0.01599,1.14159652166463,"bdl","Within_Range","bdl"
"95","TEMPEST","SW","E3","20230810","TEMPEST_SW_E3_20230810",0.026817,1.91458373492686,0.00806,0.575438897099245,0.017591,1.25589896263931,"Within_Range","Within_Range","bdl"
"96","TEMPEST","SW","F4","20230627","TEMPEST_SW_F4_20230627",0.012963,0.925485660433935,0.00445,0.317705098274397,0.019774,1.41175294680403,"bdl","Within_Range","bdl"
"97","TEMPEST","SW","F4","20230810","TEMPEST_SW_F4_20230810",0.028808,2.05672999350311,0.016926,1.20842168390842,0.017507,1.24990183269435,"Within_Range","Within_Range","bdl"
"98","TEMPEST","SW","F6","20230614","TEMPEST_SW_F6_20230614",0.003709,0.264801844831402,0.003458,0.246881849400644,0.009732,0.694810340765491,"bdl","Within_Range","bdl"
"99","TEMPEST","SW","F6","20230617","TEMPEST_SW_F6_20230617",0.004916,0.350974890588076,0.003852,0.275011244618647,0.015824,1.12974505058294,"bdl","Within_Range","bdl"
"100","TEMPEST","SW","F6","20230627","TEMPEST_SW_F6_20230627",0.005481,0.391312728908308,0.00283,0.202046163621695,0.003158,0.225463528168662,"bdl","bdl","bdl"
"101","TEMPEST","SW","F6","20230707","TEMPEST_SW_F6_20230707",0.023311,1.6642749541291,0.003699,0.264087900790336,0.015719,1.12224863815174,"Within_Range","Within_Range","bdl"
"102","TEMPEST","SW","F6","20230807","TEMPEST_SW_F6_20230807",0.018013,1.2860274011723,0.004101,0.292788451241192,0.018966,1.35406626828589,"bdl","Within_Range","bdl"
"103","TEMPEST","SW","F6","20231002","TEMPEST_SW_F6_20231002",0.011634,0.830602497376256,0.006786,0.484482426267429,0.010075,0.719298621374057,"bdl","Within_Range","bdl"
"104","TEMPEST","SW","F6","20231211","TEMPEST_SW_F6_20231211",0.013743,0.981173295637088,0.011085,0.791406969521729,0.013129,0.937337131515632,"bdl","Within_Range","bdl"
"105","TEMPEST","SW","H3","20230627","TEMPEST_SW_H3_20230627",0.010747,0.767275660933696,0.003631,0.259233081311087,0.012261,0.875366788751098,"bdl","Within_Range","bdl"
"106","TEMPEST","SW","H3","20230810","TEMPEST_SW_H3_20230810",0.039142,2.79451976554078,0.036113,2.57826611550187,0.024161,1.72496019761971,"Within_Range","Within_Range","bdl"
"107","TEMPEST","SW","H6","20230627","TEMPEST_SW_H6_20230627",0.0196,1.39933032048948,0.00402,0.287005504508557,0.011443,0.816966166191894,"bdl","Within_Range","bdl"
"108","TEMPEST","SW","H6","20230810","TEMPEST_SW_H6_20230810",0.039645,2.8304311508064,0.023245,1.65956292345806,0.027695,1.97726802173246,"Within_Range","Within_Range","Within_Range"
"109","TEMPEST","SW","I5","20230627","TEMPEST_SW_I5_20230627",0.137491,9.81608801502138,0.018263,1.30387600219895,0.0216,1.54211912870269,"Within_Range","Within_Range","bdl"
"110","TEMPEST","SW","I5","20230807","TEMPEST_SW_I5_20230807",0.039587,2.82629027536822,0.009202,0.65697130658899,0.012474,0.890573796825805,"Within_Range","Within_Range","bdl"
