"","Project","plot","grid","Depth_cm","sample_type","Vial_ID","date","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Volume_mL"
"101","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240613","20240613",5.745,478.75,"NPOC checks out of range",0.3301,23.5785714285714,"TN checks out of range","6/20/2024 7:36:48 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"102","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240611","20240611",0.8408,70.0666666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",0.1068,7.62857142857143,"TN checks out of range","6/20/2024 7:59:45 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"103","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240611","20240611",0.8408,70.0666666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",0.1068,7.62857142857143,"TN checks out of range","6/20/2024 7:59:45 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"104","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240611","20240611",0.8408,70.0666666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",0.1068,7.62857142857143,"TN checks out of range","6/20/2024 7:59:45 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"105","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240611","20240611",0.7946,66.2166666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.02565,-1.83214285714286,"TN checks out of range","6/20/2024 8:19:28 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"106","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240611","20240611",0.7946,66.2166666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.02565,-1.83214285714286,"TN checks out of range","6/20/2024 8:19:28 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"107","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240611","20240611",0.7946,66.2166666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.02565,-1.83214285714286,"TN checks out of range","6/20/2024 8:19:28 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"108","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240611","20240611",0.7258,60.4833333333333,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.00574,-0.41,"TN checks out of range","6/20/2024 8:40:27 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"109","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240611","20240611",0.7258,60.4833333333333,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.00574,-0.41,"TN checks out of range","6/20/2024 8:40:27 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"110","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240611","20240611",0.7258,60.4833333333333,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.00574,-0.41,"TN checks out of range","6/20/2024 8:40:27 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"111","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240612","20240612",0.7821,65.175,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.00395,-0.282142857142857,"TN checks out of range","6/20/2024 9:03:01 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"112","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240612","20240612",0.7821,65.175,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.00395,-0.282142857142857,"TN checks out of range","6/20/2024 9:03:01 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"113","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240612","20240612",0.7821,65.175,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.00395,-0.282142857142857,"TN checks out of range","6/20/2024 9:03:01 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"114","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240612","20240612",0.5653,47.1083333333333,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.01697,-1.21214285714286,"TN checks out of range","6/20/2024 9:22:03 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"115","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240612","20240612",0.5653,47.1083333333333,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.01697,-1.21214285714286,"TN checks out of range","6/20/2024 9:22:03 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"116","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240612","20240612",0.5653,47.1083333333333,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.01697,-1.21214285714286,"TN checks out of range","6/20/2024 9:22:03 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"117","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240612","20240612",0.7364,61.3666666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.01577,-1.12642857142857,"TN checks out of range","6/20/2024 10:26:16 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"118","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240612","20240612",0.7364,61.3666666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.01577,-1.12642857142857,"TN checks out of range","6/20/2024 10:26:16 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"119","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240612","20240612",0.7364,61.3666666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.01577,-1.12642857142857,"TN checks out of range","6/20/2024 10:26:16 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"120","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240613","20240613",0.8965,74.7083333333333,"NPOC checks out of range; blank is ≥ 25% of sample value",0.01293,0.923571428571429,"TN checks out of range","6/20/2024 10:48:29 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"121","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240613","20240613",0.8965,74.7083333333333,"NPOC checks out of range; blank is ≥ 25% of sample value",0.01293,0.923571428571429,"TN checks out of range","6/20/2024 10:48:29 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"122","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240613","20240613",0.8965,74.7083333333333,"NPOC checks out of range; blank is ≥ 25% of sample value",0.01293,0.923571428571429,"TN checks out of range","6/20/2024 10:48:29 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"123","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240613","20240613",0.6947,57.8916666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.01852,-1.32285714285714,"TN checks out of range","6/20/2024 11:05:04 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"124","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240613","20240613",0.6947,57.8916666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.01852,-1.32285714285714,"TN checks out of range","6/20/2024 11:05:04 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"125","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240613","20240613",0.6947,57.8916666666667,"NPOC checks out of range; blank is ≥ 25% of sample value",-0.01852,-1.32285714285714,"TN checks out of range","6/20/2024 11:05:04 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"126","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240613","20240613",0.6873,57.275,"NPOC checks out of range; blank is ≥ 25% of sample value",0.021,1.5,"TN checks out of range","6/20/2024 11:25:43 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"127","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240613","20240613",0.6873,57.275,"NPOC checks out of range; blank is ≥ 25% of sample value",0.021,1.5,"TN checks out of range","6/20/2024 11:25:43 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"128","COMPASS: TEMPEST","FW",NA,15,"DOC","FW_SOURCEWATER_DOC_20240613","20240613",0.6873,57.275,"NPOC checks out of range; blank is ≥ 25% of sample value",0.021,1.5,"TN checks out of range","6/20/2024 11:25:43 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"129","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240611","20240611",5.054,421.166666666667,"NPOC checks out of range",0.3493,24.95,"TN checks out of range","6/20/2024 11:49:09 AM"," ","high tide",NA,"20240611",NA,NA,"EDT","20"
"130","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240611","20240611",5.054,421.166666666667,"NPOC checks out of range",0.3493,24.95,"TN checks out of range","6/20/2024 11:49:09 AM"," ","low tide",NA,"20240611",NA,NA,"EDT","20"
"131","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240611","20240611",4.621,385.083333333333,"NPOC checks out of range",0.294,21,"TN checks out of range","6/20/2024 12:13:11 PM"," ","high tide",NA,"20240611",NA,NA,"EDT","20"
"132","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240611","20240611",4.621,385.083333333333,"NPOC checks out of range",0.294,21,"TN checks out of range","6/20/2024 12:13:11 PM"," ","low tide",NA,"20240611",NA,NA,"EDT","20"
"133","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240612","20240612",5.53,460.833333333333,"NPOC checks out of range",0.3982,28.4428571428571,"TN checks out of range","6/20/2024 12:35:20 PM"," ","high tide",NA,"20240612",NA,NA,"EDT","20"
"134","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240612","20240612",5.53,460.833333333333,"NPOC checks out of range",0.3982,28.4428571428571,"TN checks out of range","6/20/2024 12:35:20 PM"," ","low tide",NA,"20240612",NA,NA,"EDT","20"
"135","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240612","20240612",4.642,386.833333333333,"NPOC checks out of range",0.3183,22.7357142857143,"TN checks out of range","6/20/2024 12:57:59 PM"," ","high tide",NA,"20240612",NA,NA,"EDT","20"
"136","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240612","20240612",4.642,386.833333333333,"NPOC checks out of range",0.3183,22.7357142857143,"TN checks out of range","6/20/2024 12:57:59 PM"," ","low tide",NA,"20240612",NA,NA,"EDT","20"
"137","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240613","20240613",5.328,444,"NPOC checks out of range",0.3359,23.9928571428571,"TN checks out of range","6/20/2024 1:20:27 PM"," ","high tide",NA,"20240613",NA,NA,"EDT","20"
"138","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240613","20240613",5.328,444,"NPOC checks out of range",0.3359,23.9928571428571,"TN checks out of range","6/20/2024 1:20:27 PM"," ","low tide",NA,"20240613",NA,NA,"EDT","20"
"139","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240613","20240613",4.738,394.833333333333,"NPOC checks out of range",0.3708,26.4857142857143,"TN checks out of range","6/20/2024 1:45:10 PM"," ","high tide",NA,"20240613",NA,NA,"EDT","20"
"140","COMPASS: TEMPEST","Estuary",NA,15,"DOC","ESTUARY_SOURCEWATER_DOC_20240613","20240613",4.738,394.833333333333,"NPOC checks out of range",0.3708,26.4857142857143,"TN checks out of range","6/20/2024 1:45:10 PM"," ","low tide",NA,"20240613",NA,NA,"EDT","20"
