"","Project","Sample_ID","Number_on_vial","Volume_mL","Collection_Date_YYYYMMDD","Evacuation_date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"11","TEMPEST","TMP_SW_PW_H3_30cm_SO4_20260604_Pre","11",5,20260604,20260604,1207,NA,"EDT",2.0675,0.0644884591391141,"Within_Range","",12.2731,0.34620874471086,"Within_Range","",0.0222034917,"2026-08-26"," 
  ",NA
"12","TEMPEST","TMP_SW_PW_H6_30cm_SO4_20260604_Pre","12",5,20260604,20260604,1144,NA,"EDT",12.3965,0.38666562694947,"Within_Range","",5.5474,0.156485190409027,"Within_Range","",0.0100501518,"2026-08-26"," 
  ",NA
"13","TEMPEST","TMP_SW_PW_H6_50cm_SO4_20260604_Pre","13",5,20260604,20260604,1151,NA,"EDT",87.9251,2.74251715533375,"Within_Range","",15.4339,0.435370944992948,"Within_Range","",0.0279150573,"2026-08-26"," 
  ",NA
"14","TEMPEST","TMP_FW_PW_C3_30cm_SO4_20260604_Pre","14",5,20260604,20260604,948,NA,"EDT",1.4616,0.045589519650655,"Within_Range","",2.6872,0.075802538787024,"Within_Range","",0.0048817704,"2026-08-26"," 
  ",NA
"15","TEMPEST","TMP_FW_PW_C6_15cm_SO4_20260604_Pre","15",5,20260604,20260604,1003,NA,"EDT",1.5775,0.0492046163443543,"Within_Range","",1.2468,0.0351706629055007,"Within_Range","",0.0022789676,"2026-08-26"," 
  ",NA
"16","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260604_Pre","16",5,20260604,20260604,1007,NA,"EDT",2.3943,0.0746818465377417,"Within_Range","",2.819,0.0795204513399154,"Within_Range","",0.005119933,"2026-08-26"," 
  ",NA
"17","TEMPEST","TMP_FW_PW_C6_50cm_SO4_20260604_Pre","17",5,20260604,20260604,1014,NA,"EDT",3.3161,0.103434185901435,"Within_Range","",1.2024,0.0339181946403385,"Within_Range","",0.0021987368,"2026-08-26"," 
  ",NA
"18","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260604_Pre","18",5,20260604,20260604,1018,NA,"EDT",0.4612,0.0143855271366188,"Within_Range","",0.0291,0.000820874471086037,"Within_Range","",7.85837e-05,"2026-08-26"," 
  ",NA
"19","TEMPEST","TMP_FW_PW_F4_30cm_SO4_20260604_Pre","19",5,20260604,20260604,933,NA,"EDT",1.0315,0.0321740486587648,"Within_Range","",1.6743,0.0472299012693935,"Within_Range","",0.0030514601,"2026-08-26"," 
  ",NA
"20","TEMPEST","TMP_FW_PW_F4_50cm_SO4_20260604_Pre","20",5,20260604,20260604,940,NA,"EDT",3.6478,0.11378041172801,"Within_Range","",1.5316,0.0432045133991537,"Within_Range","",0.0027936012,"2026-08-26"," 
  ",NA
"21","TEMPEST","TMP_FW_PW_H6_30cm_SO4_20260604_Pre","21",5,20260604,20260604,914,NA,"EDT",1.6533,0.051568933250156,"Within_Range","",5.3657,0.151359661495063,"Within_Range","",0.0097218199,"2026-08-26"," 
  ",NA
"22","TEMPEST","TMP_FW_PW_H6_50cm_SO4_20260604_Pre","22",5,20260604,20260604,918,NA,"EDT",2.1263,0.0663225202744853,"Within_Range","",2.6294,0.0741720733427362,"Within_Range","",0.0047773258,"2026-08-26"," 
  ",NA
"23","TEMPEST","TMP_SW_PW_C6_30cm_SO4_20260607_D1_PM","23",5,20260607,20260607,1534,NA,"EDT",10.7839,0.336366188396756,"Within_Range","",28.5691,0.805898448519041,"Within_Range","",0.0516503637,"2026-08-26"," 
  ",NA
