"Project","Region","Sample_ID","Sample_Year","Sample_Month","Sample_Day","Site","Event","Plot","Location","Depth_cm","Timepoint","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Notes","integration_time_s","dilution_factor","RSU_area_1s","abs_file_id","eem_file_id"
"COMPASS","CB","TMP_SOURCE_ESTUARY_20240612_PM",2024,6,12,"TMP","TMP-III","ESTUARY",NA,NA,"PM","SOURCE",NA,20240612,NA,1704,"EDT","low tide",2,1,3051,"TMP_SOURCE_ESTUARY_20240612_PM_ABS_DilCorr.csv","TMP_SOURCE_ESTUARY_20240612_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_ESTUARY_20240612_AM",2024,6,12,"TMP","TMP-III","ESTUARY",NA,NA,"AM","SOURCE",NA,20240612,NA,1008,"EDT","high tide",2,1,3051,"TMP_SOURCE_ESTUARY_20240612_AM_ABS_DilCorr.csv","TMP_SOURCE_ESTUARY_20240612_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_SW_20240612_AM",2024,6,12,"TMP","TMP-III","S",NA,NA,"AM","SOURCE",NA,20240612,NA,845,"EDT",NA,2,1,3051,"TMP_SOURCE_SW_20240612_AM_ABS_DilCorr.csv","TMP_SOURCE_SW_20240612_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_SW_20240612_MID",2024,6,12,"TMP","TMP-III","S",NA,NA,"MID","SOURCE",NA,20240612,NA,1230,"EDT",NA,2,1,3051,"TMP_SOURCE_SW_20240612_MID_ABS_DilCorr.csv","TMP_SOURCE_SW_20240612_MID_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_SW_20240612_PM",2024,6,12,"TMP","TMP-III","S",NA,NA,"PM","SOURCE",NA,20240612,NA,1535,"EDT",NA,2,1,3051,"TMP_SOURCE_SW_20240612_PM_ABS_DilCorr.csv","TMP_SOURCE_SW_20240612_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20240612_T3_PM",2024,6,12,"TMP","TMP-III","S","B4","15","T3_PM","PW",20240612,20240612,920,1622,"EDT","clear",2,1,3069,"TMP_PW_SW_B4_15CM_20240612_T3_PM_ABS_DilCorr.csv","TMP_PW_SW_B4_15CM_20240612_T3_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240612_T2_AM",2024,6,12,"TMP","TMP-III","S","C3","15","T2_AM","PW",20240611,20240612,1427,931,"EDT",NA,1,0.666666666666667,3069,"TMP_PW_SW_C3_15CM_20240612_T2_AM_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20240612_T2_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240612_T3_PM",2024,6,12,"TMP","TMP-III","S","C3","15","T3_PM","PW",20240612,20240612,931,1540,"EDT","clear",2,1,3069,"TMP_PW_SW_C3_15CM_20240612_T3_PM_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20240612_T3_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_FW_20240612_AM",2024,6,12,"TMP","TMP-III","F",NA,NA,"AM","SOURCE",NA,20240612,NA,900,"EDT",NA,4,1,3051,"TMP_SOURCE_FW_20240612_AM_ABS_DilCorr.csv","TMP_SOURCE_FW_20240612_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_FW_20240612_MID",2024,6,12,"TMP","TMP-III","F",NA,NA,"MID","SOURCE",NA,20240612,NA,1255,"EDT",NA,4,1,3051,"TMP_SOURCE_FW_20240612_MID_ABS_DilCorr.csv","TMP_SOURCE_FW_20240612_MID_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_FW_20240612_PM",2024,6,12,"TMP","TMP-III","F",NA,NA,"PM","SOURCE",NA,20240612,NA,1554,"EDT",NA,4,1,3051,"TMP_SOURCE_FW_20240612_PM_ABS_DilCorr.csv","TMP_SOURCE_FW_20240612_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20240612_T2_AM",2024,6,12,"TMP","TMP-III","F","C3","15","T2_AM","PW",20240611,20240612,1417,802,"EDT",NA,2,1,3069,"TMP_PW_FW_C3_15CM_20240612_T2_AM_ABS_DilCorr.csv","TMP_PW_FW_C3_15CM_20240612_T2_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20240612_T3_PM",2024,6,12,"TMP","TMP-III","F","C3","15","T3_PM","PW",20240612,20240612,802,1618,"EDT",NA,2,1,3069,"TMP_PW_FW_C3_15CM_20240612_T3_PM_ABS_DilCorr.csv","TMP_PW_FW_C3_15CM_20240612_T3_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20240612_T3_PM",2024,6,12,"TMP","TMP-III","F","C6","15","T3_PM","PW",20240612,20240612,901,1603,"EDT",NA,2,1,3069,"TMP_PW_FW_C6_15CM_20240612_T3_PM_ABS_DilCorr.csv","TMP_PW_FW_C6_15CM_20240612_T3_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20240612_T2_AM",2024,6,12,"TMP","TMP-III","F","D5","15","T2_AM","PW",20240611,20240612,1330,843,"EDT",NA,2,1,3069,"TMP_PW_FW_D5_15CM_20240612_T2_AM_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20240612_T2_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20240612_T3_PM",2024,6,12,"TMP","TMP-III","F","D5","15","T3_PM","PW",20240612,20240612,843,1548,"EDT",NA,2,1,3069,"TMP_PW_FW_D5_15CM_20240612_T3_PM_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20240612_T3_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20240612_T2_AM",2024,6,12,"TMP","TMP-III","F","F4","15","T2_AM","PW",20240611,20240612,1343,947,"EDT",NA,1,1,3069,"TMP_PW_FW_F4_15CM_20240612_T2_AM_ABS_DilCorr.csv","TMP_PW_FW_F4_15CM_20240612_T2_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20240612_T3_PM",2024,6,12,"TMP","TMP-III","F","F4","15","T3_PM","PW",20240612,20240612,947,1531,"EDT",NA,1,1,3069,"TMP_PW_FW_F4_15CM_20240612_T3_PM_ABS_DilCorr.csv","TMP_PW_FW_F4_15CM_20240612_T3_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20240612_T2_AM",2024,6,12,"TMP","TMP-III","F","I5","15","T2_AM","PW",20240611,20240612,1307,931,"EDT",NA,2,1,3069,"TMP_PW_FW_I5_15CM_20240612_T2_AM_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20240612_T2_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20240612_T3_PM",2024,6,12,"TMP","TMP-III","F","I5","15","T3_PM","PW",20240612,20240612,931,1500,"EDT",NA,2,1,3069,"TMP_PW_FW_I5_15CM_20240612_T3_PM_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20240612_T3_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_ESTUARY_20240613_PM",2024,6,13,"TMP","TMP-III","ESTUARY",NA,NA,"PM","SOURCE",NA,20240613,NA,1657,"EDT","low tide",2,1,3024.44974,"TMP_SOURCE_ESTUARY_20240613_PM_ABS_DilCorr.csv","TMP_SOURCE_ESTUARY_20240613_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_ESTUARY_20240613_AM",2024,6,13,"TMP","TMP-III","ESTUARY",NA,NA,"AM","SOURCE",NA,20240613,NA,1033,"EDT","high tide",2,1,3024.44974,"TMP_SOURCE_ESTUARY_20240613_AM_ABS_DilCorr.csv","TMP_SOURCE_ESTUARY_20240613_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_SW_20240613_AM",2024,6,13,"TMP","TMP-III","S",NA,NA,"AM","SOURCE",NA,20240613,NA,838,"EDT",NA,2,1,3024.44974,"TMP_SOURCE_SW_20240613_AM_ABS_DilCorr.csv","TMP_SOURCE_SW_20240613_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_SW_20240613_MID",2024,6,13,"TMP","TMP-III","S",NA,NA,"MID","SOURCE",NA,20240613,NA,1228,"EDT",NA,2,1,3024.44974,"TMP_SOURCE_SW_20240613_MID_ABS_DilCorr.csv","TMP_SOURCE_SW_20240613_MID_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_SW_20240613_PM",2024,6,13,"TMP","TMP-III","S",NA,NA,"PM","SOURCE",NA,20240613,NA,1548,"EDT",NA,2,1,3024.44974,"TMP_SOURCE_SW_20240613_PM_ABS_DilCorr.csv","TMP_SOURCE_SW_20240613_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_FW_20240613_AM",2024,6,13,"TMP","TMP-III","F",NA,NA,"AM","SOURCE",NA,20240613,NA,853,"EDT",NA,4,1,3024.44974,"TMP_SOURCE_FW_20240613_AM_ABS_DilCorr.csv","TMP_SOURCE_FW_20240613_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_FW_20240613_MID",2024,6,13,"TMP","TMP-III","F",NA,NA,"MID","SOURCE",NA,20240613,NA,1257,"EDT",NA,4,1,3024.44974,"TMP_SOURCE_FW_20240613_MID_ABS_DilCorr.csv","TMP_SOURCE_FW_20240613_MID_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_SOURCE_FW_20240613_PM",2024,6,13,"TMP","TMP-III","F",NA,NA,"PM","SOURCE",NA,20240613,NA,1615,"EDT",NA,4,1,3024.44974,"TMP_SOURCE_FW_20240613_PM_ABS_DilCorr.csv","TMP_SOURCE_FW_20240613_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20240613_T4_AM",2024,6,13,"TMP","TMP-III","S","B4","15","T4_AM","PW",20240612,20240613,1622,937,"EDT","clear",2,1,3024.44974,"TMP_PW_SW_B4_15CM_20240613_T4_AM_ABS_DilCorr.csv","TMP_PW_SW_B4_15CM_20240613_T4_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20240613_T5_PM",2024,6,13,"TMP","TMP-III","S","B4","15","T5_PM","PW",20240613,20240613,937,1544,"EDT",NA,2,1,3024.44974,"TMP_PW_SW_B4_15CM_20240613_T5_PM_ABS_DilCorr.csv","TMP_PW_SW_B4_15CM_20240613_T5_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240613_T4_AM",2024,6,13,"TMP","TMP-III","S","C3","15","T4_AM","PW",20240612,20240613,1540,916,"EDT","clear",2,1,3024.44974,"TMP_PW_SW_C3_15CM_20240613_T4_AM_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20240613_T4_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240613_T5_PM",2024,6,13,"TMP","TMP-III","S","C3","15","T5_PM","PW",20240613,20240613,916,1557,"EDT",NA,2,1,3024.44974,"TMP_PW_SW_C3_15CM_20240613_T5_PM_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20240613_T5_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240613_T4_AM",2024,6,13,"TMP","TMP-III","S","F6","15","T4_AM","PW",20240612,20240613,1607,848,"EDT","clear",4,1,3024.44974,"TMP_PW_SW_F6_15CM_20240613_T4_AM_ABS_DilCorr.csv","TMP_PW_SW_F6_15CM_20240613_T4_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240613_T5_PM",2024,6,13,"TMP","TMP-III","S","F6","15","T5_PM","PW",20240613,20240613,848,1519,"EDT",NA,4,1,3024.44974,"TMP_PW_SW_F6_15CM_20240613_T5_PM_ABS_DilCorr.csv","TMP_PW_SW_F6_15CM_20240613_T5_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20240613_T4_AM",2024,6,13,"TMP","TMP-III","F","C3","15","T4_AM","PW",20240612,20240613,1618,917,"EDT",NA,2,1,3024.44974,"TMP_PW_FW_C3_15CM_20240613_T4_AM_ABS_DilCorr.csv","TMP_PW_FW_C3_15CM_20240613_T4_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20240613_T5_PM",2024,6,13,"TMP","TMP-III","F","C3","15","T5_PM","PW",20240613,20240613,917,1624,"EDT",NA,2,1,3024.44974,"TMP_PW_FW_C3_15CM_20240613_T5_PM_ABS_DilCorr.csv","TMP_PW_FW_C3_15CM_20240613_T5_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20240613_T4_AM",2024,6,13,"TMP","TMP-III","F","C6","15","T4_AM","PW",20240612,20240613,1603,943,"EDT",NA,2,1,3024.44974,"TMP_PW_FW_C6_15CM_20240613_T4_AM_ABS_DilCorr.csv","TMP_PW_FW_C6_15CM_20240613_T4_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20240613_T5_PM",2024,6,13,"TMP","TMP-III","F","C6","15","T5_PM","PW",20240613,20240613,943,1537,"EDT",NA,2,1,3024.44974,"TMP_PW_FW_C6_15CM_20240613_T5_PM_ABS_DilCorr.csv","TMP_PW_FW_C6_15CM_20240613_T5_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20240613_T4_AM",2024,6,13,"TMP","TMP-III","F","D5","15","T4_AM","PW",20240612,20240613,1548,957,"EDT",NA,2,1,3024.44974,"TMP_PW_FW_D5_15CM_20240613_T4_AM_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20240613_T4_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20240613_T5_PM",2024,6,13,"TMP","TMP-III","F","D5","15","T5_PM","PW",20240613,20240613,957,1612,"EDT","sample lost",2,1,3007.3128,"TMP_PW_FW_D5_15CM_20240613_T5_PM_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20240613_T5_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_E3_15CM_20240613_T4_AM",2024,6,13,"TMP","TMP-III","F","E3","15","T4_AM","PW",20240612,20240613,1542,902,"EDT",NA,1,1,3007.3128,"TMP_PW_FW_E3_15CM_20240613_T4_AM_ABS_DilCorr.csv","TMP_PW_FW_E3_15CM_20240613_T4_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20240613_T4_AM",2024,6,13,"TMP","TMP-III","F","F4","15","T4_AM","PW",20240612,20240613,1531,846,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_F4_15CM_20240613_T4_AM_ABS_DilCorr.csv","TMP_PW_FW_F4_15CM_20240613_T4_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20240613_T5_PM",2024,6,13,"TMP","TMP-III","F","F4","15","T5_PM","PW",20240613,20240613,846,1506,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_F4_15CM_20240613_T5_PM_ABS_DilCorr.csv","TMP_PW_FW_F4_15CM_20240613_T5_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_H3_15CM_20240613_T5_PM",2024,6,13,"TMP","TMP-III","F","H3","15","T5_PM","PW",20240613,20240613,834,1456,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_H3_15CM_20240613_T5_PM_ABS_DilCorr.csv","TMP_PW_FW_H3_15CM_20240613_T5_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20240613_T4_AM",2024,6,13,"TMP","TMP-III","F","I5","15","T4_AM","PW",20240612,20240613,1500,822,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_I5_15CM_20240613_T4_AM_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20240613_T4_AM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20240613_T5_PM",2024,6,13,"TMP","TMP-III","F","I5","15","T5_PM","PW",20240613,20240613,822,1442,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_I5_15CM_20240613_T5_PM_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20240613_T5_PM_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20240614_T6",2024,6,14,"TMP","Monitoring","S","B4","15","T6","PW",20240613,20240614,1544,1506,"EDT",NA,2,1,3007.3128,"TMP_PW_SW_B4_15CM_20240614_T6_ABS_DilCorr.csv","TMP_PW_SW_B4_15CM_20240614_T6_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240614_T6",2024,6,14,"TMP","Monitoring","S","C3","15","T6","PW",20240613,20240614,1557,1443,"EDT",NA,2,1,3007.3128,"TMP_PW_SW_C3_15CM_20240614_T6_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20240614_T6_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240614_T6",2024,6,14,"TMP","Monitoring","S","F6","15","T6","PW",20240613,20240614,1519,1420,"EDT",NA,4,1,3007.3128,"TMP_PW_SW_F6_15CM_20240614_T6_ABS_DilCorr.csv","TMP_PW_SW_F6_15CM_20240614_T6_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20240614_T6",2024,6,14,"TMP","Monitoring","F","C3","15","T6","PW",20240613,20240614,1624,1518,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_C3_15CM_20240614_T6_ABS_DilCorr.csv","TMP_PW_FW_C3_15CM_20240614_T6_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20240614_T6",2024,6,14,"TMP","Monitoring","F","C6","15","T6","PW",20240613,20240614,1537,1455,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_C6_15CM_20240614_T6_ABS_DilCorr.csv","TMP_PW_FW_C6_15CM_20240614_T6_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20240614_T6",2024,6,14,"TMP","Monitoring","F","D5","15","T6","PW",20240613,20240614,1612,1424,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_D5_15CM_20240614_T6_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20240614_T6_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20240614_T6",2024,6,14,"TMP","Monitoring","F","F4","15","T6","PW",20240613,20240614,1506,1535,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_F4_15CM_20240614_T6_ABS_DilCorr.csv","TMP_PW_FW_F4_15CM_20240614_T6_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_H3_15CM_20240614_T6",2024,6,14,"TMP","Monitoring","F","H3","15","T6","PW",20240613,20240614,1456,1546,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_H3_15CM_20240614_T6_ABS_DilCorr.csv","TMP_PW_FW_H3_15CM_20240614_T6_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20240614_T6",2024,6,14,"TMP","Monitoring","F","I5","15","T6","PW",20240613,20240614,1442,1342,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_I5_15CM_20240614_T6_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20240614_T6_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20240617",2024,6,17,"TMP","Monitoring","S","B4","15","NA","PW",20240614,20240617,1506,1112,"EDT",NA,4,1,3007.3128,"TMP_PW_SW_B4_15CM_20240617_ABS_DilCorr.csv","TMP_PW_SW_B4_15CM_20240617_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240617",2024,6,17,"TMP","Monitoring","S","C3","15","NA","PW",20240614,20240617,1443,1124,"EDT",NA,2,1,3007.3128,"TMP_PW_SW_C3_15CM_20240617_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20240617_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240617",2024,6,17,"TMP","Monitoring","S","F6","15","NA","PW",20240614,20240617,1420,1040,"EDT",NA,4,1,3007.3128,"TMP_PW_SW_F6_15CM_20240617_ABS_DilCorr.csv","TMP_PW_SW_F6_15CM_20240617_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20240617",2024,6,17,"TMP","Monitoring","F","C6","15","NA","PW",20240614,20240617,1455,1024,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_C6_15CM_20240617_ABS_DilCorr.csv","TMP_PW_FW_C6_15CM_20240617_EEM_DilCorr_IFE_RamNorm.csv"
